Player,Year,Pos,Archetype,BPM,RAPM
ANN WAUTERS,2009,C,Interior Primary Option,-5.133658212066676,-14.117453897131695
SHENISE JOHNSON,2016,G,Primary On-Ball Creator,-5.133995002514698,1.2586976545199917
KAYTE CHRISTENSEN,2006,F,Roller/Cutter,-5.1367013405226505,0.6414024929905924
REBECCA ALLEN,2022,SG,Secondary Creator/Distributor,-5.140810449368953,-7.334346072602433
LEILANI MITCHELL,2019,G,Primary On-Ball Creator,-5.142887215711949,0.5857280370655705
QUEEN EGBO,2023,PowerF,Roller/Cutter,-5.143672000636743,-8.501528417446185
JADE MELBOURNE,2023,G,Secondary Creator/Distributor,-5.145471266396434,-3.393608706231698
BRITTNEY GRINER,2020,C,Perimeter-Oriented Big/Wing,-5.1464589429089695,-4.106925677733061
DIANA TAURASI,2022,G,Primary On-Ball Creator,-5.146908046033367,-8.923486736732796
KRYSTAL THOMAS,2012,C,Roller/Cutter,-5.147629659054721,-11.686786213935552
STACEY LOVELACE,2007,C,Secondary Creator/Distributor,-5.148029742728054,-19.928927859101215
AMANDA ZAHUI B,2015,C,Secondary Creator/Distributor,-5.150388746051786,-6.107021763073344
HAN XU,2022,C,Interior Primary Option,-5.152202938637256,-3.193320674479741
AWAK KUIER,2022,F,Roller/Cutter,-5.157694334526994,-1.6178501547759279
ALLISON FEASTER,2005,F,Spot-up Shooter,-5.16211527417968,-6.106191356118788
CRYSTAL KELLY,2008,F,Interior Primary Option,-5.162807265161837,2.1920824743140583
COURTNEY VANDERSLOOT,2024,G,Secondary Creator/Distributor,-5.162816397124325,4.297321442692842
REBEKKAH BRUNSON,2005,F,Interior Primary Option,-5.164407295622014,1.1483607757220717
RUTHIE BOLTON,1997,G,Primary On-Ball Creator,-5.175006713550596,-6.670585202746099
AUDREY SAURET,2001,G,Secondary Creator/Distributor,-5.175907406461345,-0.6339157778652176
JESSICA SHEPARD,2019,F,Secondary Creator/Distributor,-5.176665989338385,-8.462048689302694
NAKIA SANFORD,2011,PowerF,Roller/Cutter,-5.180626624776891,-0.6473913613087667
RHONDA MAPP,2000,C,Interior Primary Option,-5.185286794243909,-1.6586500314040795
SANCHO LYTTLE,2005,F,Roller/Cutter,-5.186174813213783,-2.362717985877117
GLORY JOHNSON,2016,F,Interior Primary Option,-5.193049342058674,-3.2538651824205393
MARINE JOHANNÈS,2022,G,Spot-up Shooter,-5.193794713159097,1.1226501278137466
SUE BIRD,2003,G,Primary On-Ball Creator,-5.195035880025255,0.07083571939467115
ALLIE QUIGLEY,2018,G,Primary On-Ball Creator,-5.197474382955123,-0.16550500773102694
SHEKINNA STRICKLEN,2018,F,Spot-up Shooter,-5.19975285756299,-3.2178527171045292
LE'COE WILLINGHAM,2006,F,Roller/Cutter,-5.202805223519441,-4.2964959725717105
TINA CHARLES,2013,C,Perimeter-Oriented Big/Wing,-5.205895482311308,-3.437933705542582
ALLISON FEASTER,2006,F,Spot-up Shooter,-5.209282015638371,1.8117926081698439
JULIE ALLEMAND,2022,G,Secondary Creator/Distributor,-5.212565710623158,-4.411933756527458
MERY ANDRADE,2000,F,Primary On-Ball Creator,-5.2150765892004936,7.703020063582327
REBEKKAH BRUNSON,2013,F,Interior Primary Option,-5.2261158526662115,-0.20348258719852275
LAYSHIA CLARENDON,2020,G,Primary On-Ball Creator,-5.226802805217539,0.5467225198608179
KARIMA CHRISTMAS-KELLY,2011,SG,Spot-up Shooter,-5.228718053434543,-10.35657704910248
TAMMY SUTTON-BROWN,2001,C,Interior Primary Option,-5.230206613080307,-7.536777636253092
JOCELYN PENN,2003,F,Secondary Creator/Distributor,-5.230552604474596,-7.394471261530079
MORIAH JEFFERSON,2021,G,Secondary Creator/Distributor,-5.230930218938127,-4.77555219726717
SUE WICKS,1997,F,Interior Primary Option,-5.233203713154765,7.798723536435645
ISABELLE HARRISON,2024,F,Interior Primary Option,-5.2340685356129555,-7.225275442335365
KRISTIN HAYNIE,2007,G,Secondary Creator/Distributor,-5.23759366665761,-6.451211971613137
ANN WAUTERS,2008,C,Perimeter-Oriented Big/Wing,-5.23901989882239,-3.698593705957057
ADRIENNE SHULER,1998,G,Spot-up Shooter,-5.23929521449832,-3.238288075170217
ELIZABETH WILLIAMS,2017,PowerF,Interior Primary Option,-5.242302553772774,-0.705782409395139
JACKIE YOUNG,2021,G,Perimeter-Oriented Big/Wing,-5.24268409394516,2.5160709622393203
CRYSTAL LANGHORNE,2015,PowerF,Interior Primary Option,-5.246167624413314,-8.554936414385363
TINA THOMPSON,2013,F,Primary On-Ball Creator,-5.2496828351127345,3.501472870986535
ELIZABETH WILLIAMS,2016,PowerF,Interior Primary Option,-5.254880221970843,0.04100680401168555
MISTIE BASS,2010,F,Roller/Cutter,-5.256942060041304,-1.1229327298480065
KELLY SCHUMACHER,2004,C,Interior Primary Option,-5.25704403981009,1.793334213129651
TANISHA WRIGHT,2019,G,Secondary Creator/Distributor,-5.261040957584207,-1.9058827084393468
SYDNEY COLSON,2023,G,Spot-up Shooter,-5.262692547123069,-13.642693667993418
THERESA PLAISANCE,2021,F,Spot-up Shooter,-5.263088067346266,-1.144139491090493
KIA NURSE,2018,G,Spot-up Shooter,-5.2769015187827675,-5.057141383182995
ANN WAUTERS,2012,C,Interior Primary Option,-5.278171462698657,-0.36087862510954505
SANDORA IRVIN,2011,F,Roller/Cutter,-5.280240610440722,-6.366021556160047
MICHELE VAN GORP,2003,C,Interior Primary Option,-5.283247554474241,2.9577535840817912
DAMIRIS DANTAS,2019,PowerF,Spot-up Shooter,-5.289029167803387,-3.4555254851122648
CASS BAUER-BILODEAU,2002,C,Interior Primary Option,-5.291958048896247,-5.701597464081976
KAILA CHARLES,2023,SG,Roller/Cutter,-5.294755508232207,-22.34064439733654
TAMIKA RAYMOND,2005,F,Roller/Cutter,-5.296070561221429,-3.5874501462963706
JASMINE HASSELL,2013,F,Roller/Cutter,-5.297194780661302,10.36907805612135
SHAY MURPHY,2017,G,Spot-up Shooter,-5.3009667227368045,-0.8225385202638869
COURTNEY PARIS,2018,C,Roller/Cutter,-5.302910418458563,4.573628592573927
CHINEY OGWUMIKE,2021,PowerF,Interior Primary Option,-5.3052461219070075,11.773489252473077
SASHA GOODLETT,2013,C,Roller/Cutter,-5.306516347176657,4.193758998920313
ANGEL MCCOUGHTRY,2009,SG,Perimeter-Oriented Big/Wing,-5.30826815808772,-2.4453586640655924
SIMONE EDWARDS,2004,C,Roller/Cutter,-5.308369918354501,-9.582484937542825
IVORY LATTA,2015,G,Primary On-Ball Creator,-5.314496702129501,-3.9087160069290823
ALLISON FEASTER,2001,F,Spot-up Shooter,-5.3157380327962205,1.6895990940895536
RAMU TOKASHIKI,2016,F,Roller/Cutter,-5.31716457686438,-4.10487812136795
MICHELLE GRECO,2004,G,Secondary Creator/Distributor,-5.317442808413249,-13.780813565779448
NICOLE OHLDE,2005,PowerF,Interior Primary Option,-5.321576053855655,0.8308371762708461
TIFFANY JACKSON,2011,F,Interior Primary Option,-5.3243308317828895,-17.544649159541425
DIANA TAURASI,2009,G,Primary On-Ball Creator,-5.3285757017006095,0.841849253757226
BERNADETTE NGOYISA,2005,C,Interior Primary Option,-5.329386823439494,-2.594020533732211
CLARISSE MACHANGUANA,2000,PowerF,Roller/Cutter,-5.3319707278501225,-9.178374255920762
KRISTI HARROWER,2005,G,Spot-up Shooter,-5.332282915498587,-2.1304048688573705
DALMA IVANYI,1999,G,Secondary Creator/Distributor,-5.334096570461344,-33.21387985301551
KIAH STOKES,2020,C,Spot-up Shooter,-5.335059218356214,-3.1796220346434025
MURRIEL PAGE,2005,F,Secondary Creator/Distributor,-5.338761018187897,1.2002874561911154
JANELL BURSE,2004,C,Interior Primary Option,-5.339932541342542,-2.0744554906941177
LATOYA THOMAS,2004,F,Perimeter-Oriented Big/Wing,-5.341766237694006,-3.6103827838651505
NOELLE QUINN,2015,G,Secondary Creator/Distributor,-5.342928654274557,-0.23226737862448932
BRIANN JANUARY,2015,G,Secondary Creator/Distributor,-5.344035488261882,0.538213830474471
GEORGIA SCHWEITZER,2002,SG,Spot-up Shooter,-5.345854620227751,0.7855194123910159
JOYNER HOLMES,2024,F,Secondary Creator/Distributor,-5.3474577755855055,-4.773499434668322
LYNETTA KIZER,2013,F,Roller/Cutter,-5.351158557612043,-7.093373000923417
ZIA COOKE,2024,G,Secondary Creator/Distributor,-5.3586011582747854,-6.506019394701454
ERIKA DE SOUZA,2009,PowerF,Interior Primary Option,-5.361861917342453,5.493379375638558
BRITTNEY SYKES,2017,G,Primary On-Ball Creator,-5.3620211478637,-4.774988732820913
SONJA PETROVIC,2016,F,Secondary Creator/Distributor,-5.362915175329178,-8.139517153230916
SEIMONE AUGUSTUS,2010,SG,Primary On-Ball Creator,-5.3670751943073185,6.185104653923714
DIJONAI CARRINGTON,2023,SG,Interior Primary Option,-5.36778971051241,3.074802922854182
COQUESE WASHINGTON,2002,G,Spot-up Shooter,-5.368851118196812,3.3104537456376053
LISA HARRISON,2005,F,Roller/Cutter,-5.370964917271943,0.8458473644788254
DEBBIE BLACK,2003,G,Secondary Creator/Distributor,-5.370981536459725,-2.2899150148874066
NIKKI MCCRAY,2000,G,Primary On-Ball Creator,-5.371288360946306,3.531630223047874
KATIE SMITH,2002,G,Primary On-Ball Creator,-5.371414509528134,-2.1444681756550277
BRIANN JANUARY,2018,G,Spot-up Shooter,-5.375257476788594,-3.050024171172072
ASHLEY WALKER,2009,PowerF,Interior Primary Option,-5.379394551480649,-14.498120782623467
KISHA FORD,1997,SG,Secondary Creator/Distributor,-5.381153743926096,-5.96867865463609
DAMIRIS DANTAS,2020,PowerF,Secondary Creator/Distributor,-5.38210057552722,-2.3705160472111597
RACHEL BANHAM,2016,G,Spot-up Shooter,-5.382136861489103,-0.21924996221545445
ANDREA NAGY,2000,G,Spot-up Shooter,-5.384039026106808,-5.7962498615715266
EDNA CAMPBELL,2000,G,Primary On-Ball Creator,-5.385758203750121,-10.31055845362555
CHEYENNE PARKER-TYUS,2017,F,Roller/Cutter,-5.385775211637936,-6.382513475859846
COURTNEY VANDERSLOOT,2011,G,Secondary Creator/Distributor,-5.387056276709437,3.203001214262679
TIFFANY WOOSLEY,1998,G,Spot-up Shooter,-5.389045537683775,-16.271204021118013
MARINA MABREY,2022,G,Primary On-Ball Creator,-5.3969957879523776,-2.652084975509381
NIKKI TEASLEY,2005,G,Spot-up Shooter,-5.400216473836331,1.00650379519124
CHENNEDY CARTER,2022,G,Perimeter-Oriented Big/Wing,-5.401223479103566,-12.9397664583674
RAMU TOKASHIKI,2017,F,Roller/Cutter,-5.402259211479253,-1.3954341616996762
TIFFANY MITCHELL,2024,G,Secondary Creator/Distributor,-5.403815240535904,-2.965961063047181
CANDACE PARKER,2023,PowerF,Secondary Creator/Distributor,-5.404837108045177,16.747599107221607
COURTNEY WILLIAMS,2022,G,Perimeter-Oriented Big/Wing,-5.405891774501786,-1.2822352904126673
KAMESHA HAIRSTON,2007,F,Secondary Creator/Distributor,-5.414445229795846,-18.39410717749285
TINA CHARLES,2017,C,Perimeter-Oriented Big/Wing,-5.414620853030009,6.48610105668541
DAMIRIS DANTAS,2021,PowerF,Spot-up Shooter,-5.415155937681127,-7.148862129319233
MICHELE VAN GORP,2004,C,Interior Primary Option,-5.415740927138619,-2.9247961314861337
TAJAMA ABRAHAM,1998,C,Roller/Cutter,-5.4167919483922695,-5.164767084907734
DIDI RICHARDS,2021,SG,Secondary Creator/Distributor,-5.421617081450769,-11.42661886837924
MONICA WRIGHT,2010,G,Primary On-Ball Creator,-5.421923313447334,-0.840522855460109
MORIAH JEFFERSON,2017,G,Secondary Creator/Distributor,-5.424634151106156,3.4576950707152734
ERIN THORN,2007,G,Spot-up Shooter,-5.426918916031686,-1.1216673231838035
IVORY LATTA,2017,G,Primary On-Ball Creator,-5.427027124359437,-2.8924173201526298
MERCEDES RUSSELL,2019,C,Roller/Cutter,-5.4315549869191235,-3.5565245946662634
MORGAN TUCK,2018,F,Secondary Creator/Distributor,-5.432932103178651,-9.064917889271452
ASHLEY ROBINSON,2005,C,Roller/Cutter,-5.435696151041639,-4.44155184945928
KATIE LOU SAMUELSON,2020,F,Spot-up Shooter,-5.436696589201541,-4.569334827371972
IVORY LATTA,2011,G,Primary On-Ball Creator,-5.440507516891095,-0.7322035780320575
LEILANI MITCHELL,2018,G,Spot-up Shooter,-5.440534354396576,1.7420378318784073
SHEKINNA STRICKLEN,2013,F,Spot-up Shooter,-5.441913747482309,-2.9634892957165766
IMANI MCGEE-STAFFORD,2017,C,Roller/Cutter,-5.447644270686496,-0.41196176495007997
JENNIFER RIZZOTTI,2002,G,Spot-up Shooter,-5.44874700624326,0.8894631506289188
DALMA IVANYI,2005,G,Spot-up Shooter,-5.449340326040146,-3.006037016671221
KELLY SCHUMACHER,2006,C,Interior Primary Option,-5.449967900225296,-12.736074542177928
LATOYA THOMAS,2003,F,Interior Primary Option,-5.45287821380685,-2.521486279517301
JENNIFER GILLOM,2002,PowerF,Perimeter-Oriented Big/Wing,-5.454679719633386,0.38806950998685286
SIDNEY SPENCER,2008,G,Spot-up Shooter,-5.462048857230339,-4.487561831893508
CLAUDIA NEVES,1999,G,Spot-up Shooter,-5.468625624820016,11.085822166439746
KRISTI TOLIVER,2021,G,Primary On-Ball Creator,-5.47209589353815,-1.9194308701847302
LATONYA JOHNSON,2002,F,Spot-up Shooter,-5.4722262521806835,-8.426085953636877
MATEE AJAVON,2013,G,Primary On-Ball Creator,-5.474767722781052,-6.293934618573206
ASJHA JONES,2006,F,Perimeter-Oriented Big/Wing,-5.475682132624307,-3.129388777651309
SEIMONE AUGUSTUS,2006,SG,Perimeter-Oriented Big/Wing,-5.478342122441555,0.7414567078266936
JENNIFER LACY,2007,F,Interior Primary Option,-5.481972501224305,-8.150153726734263
KIA VAUGHN,2022,C,Roller/Cutter,-5.484013964724845,6.021913600474614
LI MENG,2023,G,Spot-up Shooter,-5.489743074420015,1.867112277070865
TAMERA YOUNG,2011,F,Interior Primary Option,-5.49222564331446,3.007278337004141
STEPHANIE TALBOT,2017,F,Secondary Creator/Distributor,-5.49426282689983,-0.9965453685594108
ERIN PHILLIPS,2012,G,Spot-up Shooter,-5.497853390998594,3.0337224564067515
YOLANDA MOORE,1998,PowerF,Roller/Cutter,-5.499576629431732,-2.8004963366177047
SONIA CHASE,1998,G,Roller/Cutter,-5.499913283886532,0.19054349635258094
ALLISON HIGHTOWER,2010,G,Secondary Creator/Distributor,-5.5001591654637645,-6.751285391339637
SONJA HENNING,2000,G,Spot-up Shooter,-5.508095805554084,0.766975298209625
SUSANNA BONFIGLIO,2002,G,Secondary Creator/Distributor,-5.5090806175994755,-2.9165528495777417
SCHOLANDA DORRELL,2011,G,Spot-up Shooter,-5.51098700269194,-2.8875671031023113
JESSICA BRELAND,2013,F,Roller/Cutter,-5.515225880676652,-0.5498350290567391
COURTNEY VANDERSLOOT,2020,G,Primary On-Ball Creator,-5.516838615165074,-2.393102471908991
TINA THOMPSON,2001,F,Perimeter-Oriented Big/Wing,-5.524803359210214,11.28597718499596
MATEE AJAVON,2012,G,Primary On-Ball Creator,-5.525440507752603,0.22705327619887905
REBEKKAH BRUNSON,2018,F,Secondary Creator/Distributor,-5.525826656621584,0.022883367552856804
PLENETTE PIERSON,2004,F,Interior Primary Option,-5.527931022946918,-4.445389575377513
JESSICA DAVENPORT,2011,C,Interior Primary Option,-5.5322101684259914,2.624014413551871
SEIMONE AUGUSTUS,2012,SG,Primary On-Ball Creator,-5.5345790400262285,0.1832655942467365
BROOKE MCCARTY-WILLIAMS,2019,G,Spot-up Shooter,-5.537216484896362,-2.633324021407738
TEMEKA JOHNSON,2014,G,Primary On-Ball Creator,-5.540817909612707,-2.675052900208957
PLENETTE PIERSON,2003,F,Interior Primary Option,-5.544256146232422,-7.1378640675354
NIKKI TEASLEY,2009,G,Spot-up Shooter,-5.546402972122799,-13.598298052281558
ODYSSEY SIMS,2022,G,Secondary Creator/Distributor,-5.54836374758395,-11.143116922979075
NALYSSA SMITH,2023,F,Perimeter-Oriented Big/Wing,-5.551214953326717,-2.471035925342108
COURTNEY WILLIAMS,2018,G,Perimeter-Oriented Big/Wing,-5.552734622097425,-3.1997688082786357
KATIE GEARLDS,2008,SG,Spot-up Shooter,-5.5602628346745755,5.766927797256924
LINDSAY ALLEN,2021,G,Secondary Creator/Distributor,-5.561360866805656,-9.777549023744449
AMY HERRIG,2000,C,Roller/Cutter,-5.5648117718734245,0.6679216123674578
SEQUOIA HOLMES,2017,G,Spot-up Shooter,-5.564915488311408,2.4399915278199327
SHONI SCHIMMEL,2015,G,Spot-up Shooter,-5.565524984584024,-8.561672442127268
LATOYA THOMAS,2007,F,Secondary Creator/Distributor,-5.565711847670999,-7.000239606927426
ARIKE OGUNBOWALE,2021,G,Primary On-Ball Creator,-5.567714434901439,-3.1656202618822276
ELENA DELLE DONNE,2019,SG,Perimeter-Oriented Big/Wing,-5.575679467308861,0.6722923857547953
KALEENA MOSQUEDA-LEWIS,2020,F,Spot-up Shooter,-5.576113760142827,-6.850410881515795
REBECCA LOBO,2003,C,Secondary Creator/Distributor,-5.577230900011197,-3.56998825282111
KORIE HLEDE,2001,G,Secondary Creator/Distributor,-5.583790193729674,0.943797834708643
DANIELLE ADAMS,2014,PowerF,Primary On-Ball Creator,-5.58721941322981,6.221392246342549
MARIE FERDINAND-HARRIS,2008,G,Secondary Creator/Distributor,-5.589099300560989,3.080626524495621
CLARISSE MACHANGUANA,1999,PowerF,Roller/Cutter,-5.593360473748237,-10.736952926635535
NIKKI MCCRAY,1999,G,Primary On-Ball Creator,-5.597039618727864,-3.4221353097970932
WENDY PALMER,2002,F,Primary On-Ball Creator,-5.597817776828607,-3.771460273830173
LINDA FROHLICH,2003,PowerF,Secondary Creator/Distributor,-5.597865196793458,-3.267572434477075
ILIANA RUPERT,2023,C,Spot-up Shooter,-5.600058601653188,-11.373078776883897
DELISHA MILTON-JONES,2006,F,Primary On-Ball Creator,-5.602801319873221,0.8166554708908422
WANDA GUYTON,1999,C,Roller/Cutter,-5.606442556978356,6.700457771498531
RAE BURRELL,2023,SG,Spot-up Shooter,-5.607432779912096,-11.166014492898242
TAN WHITE,2008,G,Primary On-Ball Creator,-5.6119124751409935,2.791481257443989
SOPHIA WITHERSPOON,2001,G,Primary On-Ball Creator,-5.614698151096713,0.4546309520878896
THERESA PLAISANCE,2019,F,Secondary Creator/Distributor,-5.61652618315429,-1.6244404710723548
STEPHANIE TALBOT,2018,F,Spot-up Shooter,-5.618043655815106,-7.68979152916279
CYNTHIA COOPER,1999,G,Primary On-Ball Creator,-5.620284850075706,3.895041953068284
CHERYL FORD,2007,F,Interior Primary Option,-5.6226396205703155,5.15308827981254
KIA NURSE,2024,G,Spot-up Shooter,-5.625975101671225,-2.5339714019997976
KAYLA MCBRIDE,2019,G,Primary On-Ball Creator,-5.626067279116717,-8.2480893838886
DEMYA WALKER,2009,F,Interior Primary Option,-5.627935358260048,-7.706374278581476
SUE BIRD,2021,G,Spot-up Shooter,-5.628518832316532,-5.439813651266243
TANISHA WRIGHT,2007,G,Secondary Creator/Distributor,-5.632484437408937,0.04094389439910051
JANELL BURSE,2005,C,Interior Primary Option,-5.634668693276443,-1.4578366350718266
YOLANDA PAIGE,2005,G,Secondary Creator/Distributor,-5.635288333894815,15.075233053343391
TULLY BEVILAQUA,2011,G,Spot-up Shooter,-5.639579599800883,6.531474171849161
KELLY MAZZANTE,2009,G,Spot-up Shooter,-5.642927200343574,-5.596689173789222
HAMCHETOU MAIGA-BA,2003,F,Roller/Cutter,-5.645724302252761,11.888282507732022
TAJ MCWILLIAMS-FRANKLIN,2009,PowerF,Roller/Cutter,-5.6534656251779305,-0.5207672589640866
BECKY HAMMON,2007,G,Primary On-Ball Creator,-5.655338754593428,2.962257526709643
RIQUNA WILLIAMS,2015,G,Primary On-Ball Creator,-5.656121660656903,-5.9285957788951995
SOPHIE CUNNINGHAM,2020,G,Spot-up Shooter,-5.662246917630514,4.744438112191879
NATASHA CLOUD,2017,G,Secondary Creator/Distributor,-5.662663964500706,-5.49233166822468
HEATHER OWEN,2000,PowerF,Roller/Cutter,-5.67090230829578,-17.49168827107004
LYNETTA KIZER,2017,F,Interior Primary Option,-5.6727316949514925,-2.6522810418597134
KARA LAWSON,2010,G,Spot-up Shooter,-5.673681690638042,-1.9970865832601477
CLAUDIA NEVES,2001,G,Spot-up Shooter,-5.676316854380489,-11.148206366795172
COURTNEY CLEMENTS,2014,G,Secondary Creator/Distributor,-5.679659147006397,-0.40674628180780603
TASHA HUMPHREY,2009,C,Spot-up Shooter,-5.683463478329018,-4.808404168078566
SHENISE JOHNSON,2014,G,Secondary Creator/Distributor,-5.684091488169884,3.1544918112718117
CRYSTAL LANGHORNE,2016,PowerF,Interior Primary Option,-5.684946247924368,3.9516128138683184
DANA EVANS,2022,G,Secondary Creator/Distributor,-5.685110412156486,-1.3227192625280435
MEGAN WALKER,2020,F,Secondary Creator/Distributor,-5.687670224297888,-9.950722025706671
NAZ HILLMON,2024,F,Roller/Cutter,-5.690827177739167,-1.2141208788364861
CARLA MCGHEE,1999,F,Roller/Cutter,-5.692502123305728,2.9712298817052387
MURRIEL PAGE,1998,F,Roller/Cutter,-5.69837535737214,-3.0696796738266925
SEIMONE AUGUSTUS,2015,SG,Perimeter-Oriented Big/Wing,-5.6984896275965085,7.442014770071378
SUE BIRD,2012,G,Primary On-Ball Creator,-5.70280271277234,0.8342502236709812
NIA COFFEY,2023,F,Secondary Creator/Distributor,-5.703704485614319,2.969568800616983
TIFFANI JOHNSON,2006,C,Roller/Cutter,-5.7056081395288265,4.332839201908285
KARA BRAXTON,2011,PowerF,Interior Primary Option,-5.7094052280598335,-8.185134280589017
YOLANDA GRIFFITH,2007,PowerF,Interior Primary Option,-5.715984120180696,1.368679281391894
TANGELA SMITH,2012,C,Secondary Creator/Distributor,-5.721746145998333,-11.587183956441523
ALICIA THOMPSON,2002,F,Secondary Creator/Distributor,-5.721978275387995,-1.6044123132567405
BRIANNA TURNER,2020,PowerF,Roller/Cutter,-5.72220927894346,-4.522652219415725
MADDY SIEGRIST,2023,F,Roller/Cutter,-5.723898943535595,5.319124221561812
IMANI MCGEE-STAFFORD,2016,C,Roller/Cutter,-5.729731180354588,-3.1460563910760664
KATIE SMITH,2005,G,Primary On-Ball Creator,-5.733530641906121,1.9430977544943377
CRYSTAL LANGHORNE,2020,PowerF,Roller/Cutter,-5.734737542021533,-8.842549561665418
NAKIA SANFORD,2009,PowerF,Interior Primary Option,-5.743604725639049,1.5055396625230602
