player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year
Shavonte Zellous,WAS,G,28,442,5,5,13.2,0.377,1.2,4.7,0.244,3.8,8.4,0.452,2.9,3.6,0.806,1.8,7.6,5.1,1.3,0.7,2.7,5.5,14,2021
Kristine Anigwe,TOT,F-C,10,136,1,4.6,11.1,0.414,0,0,,4.6,11.1,0.414,3.8,6.9,0.556,4.2,12.6,1.9,1.9,0.4,4.6,10.7,13,2021
Cierra Burdick,TOT,F,14,64,0,4,8.8,0.455,0,0,,4,8.8,0.455,2.4,4,0.6,5.6,16.1,4.8,2.4,2.4,2.4,4.8,10.4,2021
Emma Cannon,TOT,F,20,295,6,7.9,17.8,0.446,1.2,4.2,0.292,6.7,13.6,0.494,2.3,3.2,0.722,4.4,13.1,3,0.9,0.7,5.6,7.4,19.4,2021
Layshia Clarendon,TOT,G,22,543,20,8.6,16.6,0.517,0.5,1.3,0.357,8.1,15.3,0.53,2.7,3.5,0.784,1.1,6.1,11.1,1.2,0,6.2,5.6,20.4,2021
Lauren Cox,TOT,F,26,305,0,4.2,11,0.385,0.3,1.4,0.25,3.9,9.7,0.404,2.7,3.4,0.8,2.7,13.1,2,2.4,2.7,2.7,4.9,11.6,2021
Candice Dupree,TOT,F,26,463,6,8.2,18.7,0.435,0.1,0.8,0.143,8,18,0.448,2,2.4,0.818,1.7,8.6,1.9,1.3,0.6,2.4,3.2,18.4,2021
Dana Evans,TOT,G,29,221,0,6.2,18,0.342,4.1,10.3,0.4,2.1,7.8,0.265,5.2,5.9,0.885,0.2,2.5,6.8,1.1,0.2,3.9,4.8,21.7,2021
Bria Holmes,TOT,G,19,318,5,5.1,15.7,0.323,1.3,5.4,0.242,3.8,10.3,0.365,2.1,3.8,0.565,3.3,8,3.3,2.4,1,3.4,3.4,13.5,2021
Joyner Holmes,TOT,F,5,28,0,8.8,17.7,0.5,5.3,7.1,0.75,3.5,10.6,0.333,0,0,,0,7.1,5.3,0,1.8,3.5,5.3,23,2021
Natasha Mack,TOT,F,4,18,0,5.6,8.4,0.667,0,0,,5.6,8.4,0.667,5.6,5.6,1,2.8,11.2,0,0,0,5.6,5.6,16.8,2021
Karlie Samuelson,TOT,G,14,206,3,4,11.1,0.364,3,7.8,0.387,1,3.3,0.308,1.8,2.3,0.778,0.8,6.5,2.8,1.8,0,2,5.3,12.8,2021
Kiah Stokes,TOT,C,24,443,8,1.8,3.1,0.571,0.1,0.2,0.5,1.7,2.9,0.577,0.4,0.7,0.667,3.9,14.5,2.2,1.1,1.8,1.5,3.7,4.1,2021
Shatori Walker-Kimbrough,TOT,G,17,350,13,5.8,11.4,0.513,1.2,3.7,0.32,4.7,7.7,0.604,4.4,5.1,0.857,0.6,3.5,2.3,1.8,0.7,2.9,4.1,17.2,2021
Kristine Anigwe,DAL,F-C,3,30,0,5.2,10.4,0.5,0,0,,5.2,10.4,0.5,1.7,3.5,0.5,1.7,10.4,0,1.7,0,3.5,12.1,12.1,2021
Cierra Burdick,PHO,F,4,19,0,5.5,11,0.5,0,0,,5.5,11,0.5,0,0,,8.3,19.3,8.3,2.8,2.8,2.8,5.5,11,2021
Emma Cannon,LVA,F,3,17,0,5.8,14.6,0.4,0,5.8,0,5.8,8.7,0.667,5.8,5.8,1,5.8,14.6,2.9,0,2.9,8.7,8.7,17.5,2021
Layshia Clarendon,NYL,G,1,3,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,33.1,16.5,0,2021
Lauren Cox,IND,F,11,95,0,3.3,10.3,0.316,0.5,1.6,0.333,2.7,8.7,0.313,1.1,1.1,1,2.7,12,1.6,2.2,1.6,3.8,4.9,8.2,2021
Candice Dupree,SEA,F,16,260,2,8.1,18.5,0.436,0.2,0.8,0.25,7.9,17.7,0.444,2.2,2.2,1,1.6,7.9,2.2,1.4,0.6,2.6,4.1,18.5,2021
Dana Evans,DAL,G,6,24,0,2.2,13,0.167,2.2,6.5,0.333,0,6.5,0,4.3,4.3,1,0,0,6.5,0,0,8.6,6.5,10.8,2021
Bria Holmes,LAS,G,17,312,5,5.2,15.8,0.326,1.3,5.5,0.242,3.8,10.3,0.371,2.2,3.8,0.565,3.3,7.8,3.3,2.5,1,3.3,3.5,13.8,2021
Joyner Holmes,NYL,F,1,5,0,0,0,,0,0,,0,0,,0,0,,0,0,9.9,0,0,9.9,9.9,0,2021
Natasha Mack,CHI,F,3,16,0,6.3,9.4,0.667,0,0,,6.3,9.4,0.667,6.3,6.3,1,3.1,12.6,0,0,0,6.3,6.3,18.8,2021
Karlie Samuelson,LAS,G,11,174,3,3.9,10.1,0.382,3.3,6.9,0.478,0.6,3.3,0.182,1.5,2.1,0.714,0.9,7.5,2.7,2.1,0,1.5,6,12.5,2021
Kiah Stokes,NYL,C,9,135,0,2.2,4,0.545,0.4,0.7,0.5,1.8,3.3,0.556,0.7,0.7,1,2.9,14,1.8,1.5,2.2,2.2,5.1,5.5,2021
Shatori Walker-Kimbrough,CON,G,1,4,0,0,0,,0,0,,0,0,,0,0,,0,13.5,0,0,13.5,13.5,13.5,0,2021
Layshia Clarendon,MIN,G,21,540,20,8.7,16.7,0.517,0.5,1.3,0.357,8.2,15.4,0.53,2.7,3.5,0.784,1.1,6.1,11.2,1.2,0,6,5.5,20.5,2021
Joyner Holmes,LVA,F,4,23,0,10.8,21.5,0.5,6.5,8.6,0.75,4.3,12.9,0.333,0,0,,0,8.6,4.3,0,2.2,2.2,4.3,28,2021
Shatori Walker-Kimbrough,WAS,G,16,346,13,5.9,11.5,0.513,1.2,3.7,0.32,4.7,7.8,0.604,4.4,5.2,0.857,0.6,3.4,2.4,1.8,0.6,2.8,4,17.4,2021
Kristine Anigwe,LAS,F-C,7,106,1,4.4,11.3,0.391,0,0,,4.4,11.3,0.391,4.4,7.8,0.563,4.9,13.2,2.4,2,0.5,4.9,10.3,13.2,2021
Emma Cannon,CON,F,5,58,0,7.5,15.8,0.471,3.7,7.5,0.5,3.7,8.4,0.444,0.9,1.9,0.5,4.7,14,3.7,0,0.9,4.7,9.3,19.6,2021
Natasha Mack,MIN,F,1,2,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,2021
Cierra Burdick,MIN,F,3,10,0,10.2,15.2,0.667,0,0,,10.2,15.2,0.667,10.2,15.2,0.667,0,5.1,0,0,0,0,0,30.5,2021
Dana Evans,CHI,G,23,197,0,6.6,18.6,0.356,4.3,10.7,0.405,2.3,7.9,0.29,5.4,6.1,0.875,0.3,2.8,6.9,1.3,0.3,3.3,4.6,23,2021
Cierra Burdick,SEA,F,7,35,0,1.5,5.8,0.25,0,0,,1.5,5.8,0.25,1.5,2.9,0.5,5.8,17.5,4.4,2.9,2.9,2.9,5.8,4.4,2021
Emma Cannon,IND,F,12,220,6,8.2,18.6,0.443,0.7,3.3,0.214,7.5,15.3,0.492,2.4,3.3,0.714,4.2,12.7,2.8,1.2,0.5,5.6,6.8,19.5,2021
Kiah Stokes,LVA,C,15,308,8,1.6,2.7,0.588,0,0,,1.6,2.7,0.588,0.3,0.6,0.5,4.3,14.8,2.4,1,1.6,1.1,3.1,3.5,2021
Lauren Cox,LAS,F,15,210,0,4.7,11.4,0.413,0.2,1.2,0.2,4.4,10.1,0.439,3.5,4.4,0.778,2.7,13.6,2.2,2.5,3.2,2.2,4.9,13.1,2021
Karlie Samuelson,SEA,G,3,32,0,4.8,16,0.3,1.6,12.8,0.125,3.2,3.2,1,3.2,3.2,1,0,1.6,3.2,0,0,4.8,1.6,14.4,2021
Candice Dupree,ATL,F,10,203,4,8.3,19,0.434,0,0.8,0,8.3,18.3,0.452,1.8,2.8,0.636,1.8,9.5,1.5,1.3,0.5,2.3,2,18.3,2021
Bria Holmes,LVA,G,2,6,0,0,8.2,0,0,0,,0,8.2,0,0,0,,0,16.5,0,0,0,8.2,0,0,2021
Natalie Achonwa,IND,F,18,364,11,8,16.1,0.496,0,1.4,0,8,14.7,0.543,3.6,4.5,0.813,3.6,13.9,4.3,1.3,1.5,4.6,6.4,19.6,2020
Jaylyn Agnew,ATL,F,12,71,0,2.8,10.6,0.267,2.1,9.2,0.231,0.7,1.4,0.5,2.8,3.5,0.8,0,3.5,2.1,0,0,3.5,4.9,10.6,2020
Bella Alarie,DAL,C-F,22,309,3,4,11,0.364,0.2,2.2,0.077,3.8,8.8,0.434,1.7,2,0.833,3.8,10.5,1.8,2.3,3,1.8,5.8,9.8,2020
Kayla Alexander,MIN,C,16,89,0,9.3,17.5,0.533,0,0,,9.3,17.5,0.533,2.9,4.7,0.625,5.3,8.8,1.8,1.2,1.8,3.5,8.2,21.6,2020
Julie Allemand,IND,G,22,716,22,4.3,9.5,0.455,3.1,6.5,0.478,1.2,3,0.405,1.6,2.1,0.733,0.6,7.1,9.1,1.8,0.6,4.1,4.1,13.4,2020
Lindsay Allen,LVA,G,21,284,21,4.9,11.5,0.424,1,3,0.353,3.8,8.5,0.449,1.4,1.7,0.8,1,4,8.9,1.2,0.2,2.8,3.5,12.2,2020
Kristine Anigwe,LAS,F-C,17,197,1,8.2,13.6,0.604,0,0,,8.2,13.6,0.604,3.6,6.7,0.538,4.6,11.5,1,2.8,1.8,4.1,8.5,20,2020
Ariel Atkins,WAS,G,22,682,22,8.4,19.3,0.438,3.4,8.2,0.411,5.1,11.1,0.458,4.8,5.4,0.886,1.4,4.9,4.1,3.1,0.3,3.2,4.5,25,2020
Seimone Augustus*,LAS,G-F,21,332,0,8.2,16.7,0.491,1.8,3.3,0.545,6.4,13.4,0.477,0.6,0.9,0.667,0.5,5.6,3.8,1.8,0.3,1.2,3,18.8,2020
Rachel Banham,MIN,G,20,339,1,7.4,15.9,0.462,3.8,8.1,0.472,3.5,7.8,0.451,2.5,3.1,0.8,0.3,3.8,7.2,1.4,0.3,3.1,6.1,21,2020
Monique Billings,ATL,F,22,596,16,5.7,14.3,0.4,0,0,,5.7,14.3,0.4,4.3,5.6,0.761,4.9,15.7,2.3,2,1.5,3.5,5.2,15.7,2020
Sue Bird,SEA,G,11,257,11,8,16.3,0.494,4.5,9.6,0.469,3.5,6.7,0.529,0.6,0.8,0.75,0.2,3.7,11.2,1.4,0.4,3.5,1.8,21.2,2020
DeWanna Bonner,CON,F-G,22,732,22,10.3,24.4,0.422,1.9,7.4,0.252,8.4,17,0.496,7.7,8.6,0.895,2.4,12,4.5,2.6,0.8,3.6,3.3,30.2,2020
Brittany Brewer,ATL,F,5,33,0,3,4.5,0.667,0,0,,3,4.5,0.667,0,0,,1.5,7.6,0,4.5,6.1,3,6.1,6.1,2020
Kalani Brown,ATL,C,10,61,0,9.8,18.9,0.522,0,0,,9.8,18.9,0.522,4.9,8.2,0.6,2.5,9.8,0,0.8,0.8,4.1,8.2,24.6,2020
Lexie Brown,MIN,G,17,374,13,5.3,15.4,0.342,1.9,7.2,0.269,3.3,8.2,0.407,2.6,3.3,0.792,0.4,4.6,5.7,4.3,0,3.3,3.6,15.1,2020
Cierra Burdick,LVA,F,13,28,0,3.5,12.3,0.286,0,0,,3.5,12.3,0.286,0,0,,1.8,8.8,3.5,0,0,1.8,3.5,7.1,2020
Kennedy Burke,IND,G-F,22,403,11,7.2,16.1,0.449,1.9,6.1,0.313,5.3,10,0.532,3.8,5.3,0.714,2.4,4.9,3.2,1.8,1,3.4,3,20.1,2020
Jordin Canada,SEA,G,20,483,11,5.8,13.8,0.424,0.1,1.1,0.091,5.7,12.6,0.455,4.6,6,0.772,1,4.8,11.4,3.1,0,4.2,3.7,16.4,2020
Emma Cannon,LVA,F,1,0,0,,,,,,,,,,,,,,,,,,,,,2020
Bridget Carleton,MIN,F,22,568,15,4.8,9.3,0.52,1.9,4.2,0.457,2.9,5.1,0.571,1.6,2.6,0.643,2,7.2,4.9,1.4,0,2.5,3.7,13.3,2020
Chennedy Carter,ATL,G,16,406,16,13.1,27.6,0.473,1.5,3.9,0.375,11.6,23.7,0.49,6.8,8.3,0.821,1,4.4,6.8,1.7,0.6,5.3,7,34.4,2020
Kaila Charles,CON,G-F,21,376,7,5.4,13.1,0.412,1.5,4.1,0.367,3.9,9.1,0.433,3,4.2,0.71,3.1,7.3,2.6,2.2,0.9,2.6,6.1,15.3,2020
Karima Christmas-Kelly,MIN,F-G,2,25,0,2.1,14.5,0.143,0,6.2,0,2.1,8.3,0.25,14.5,16.6,0.875,2.1,12.5,2.1,6.2,2.1,8.3,4.2,18.7,2020
Layshia Clarendon,NYL,G,19,496,19,7.4,15.8,0.465,1.5,4.4,0.341,5.9,11.4,0.513,5.5,6.3,0.873,0.6,4.8,7.4,1.8,0,6.4,5.5,21.7,2020
Alysha Clark,SEA,F,22,633,22,6.5,11.7,0.558,2.8,5.3,0.522,3.7,6.4,0.588,1.6,2,0.8,1.5,7.4,4.7,2.6,0.9,1.5,3,17.5,2020
Alaina Coates,WAS,C,20,197,0,4.8,9,0.529,0,0,,4.8,9,0.529,3.7,6.9,0.538,5.3,14.6,2.4,1.9,1.1,3.2,8.8,13.3,2020
Nia Coffey,PHO,F,15,230,1,3.5,8.2,0.421,1.5,4.6,0.333,2,3.7,0.529,0.2,1.3,0.167,1.1,8,2.6,1.1,1.1,1.5,6.5,8.7,2020
Napheesa Collier,MIN,F,22,752,22,9.4,18,0.523,1.4,3.4,0.408,8,14.6,0.55,4.3,5.2,0.829,4.2,13.7,5,2.8,1.9,4.1,4.1,24.5,2020
Sydney Colson,CHI,G,17,110,0,4.5,9.9,0.455,1.4,4.1,0.333,3.2,5.9,0.538,3.2,3.6,0.875,0.5,3.2,6.3,2.7,0,6.3,5.9,13.5,2020
Te'a Cooper,LAS,G,20,345,3,7.5,16.5,0.451,1.6,4.7,0.344,5.9,11.8,0.494,3.8,5,0.765,0.3,2.9,5.9,1.9,0,4.2,5.7,20.3,2020
Kahleah Copper,CHI,G-F,22,688,22,9.5,19.2,0.496,1.5,4.4,0.344,8,14.8,0.541,3,4.1,0.737,1.5,8.7,3.4,1.5,0.4,3.9,3.7,23.6,2020
Lauren Cox,IND,F,14,183,1,5,12,0.419,0.8,1.7,0.5,4.2,10.3,0.405,3.1,4.2,0.733,2.8,12.8,5.3,1.7,1.1,3.1,5.6,13.9,2020
Sophie Cunningham,PHO,G,21,396,11,4.4,11.5,0.385,1.5,6.4,0.235,2.9,5,0.575,2.8,3.1,0.88,1.1,2.8,2,1.4,0.4,1.9,5.8,13.1,2020
Crystal Dangerfield,MIN,G,21,629,19,10.2,21.7,0.471,2.8,8.4,0.333,7.4,13.3,0.559,4.9,5.3,0.922,0.4,3.4,6.2,1.5,0.1,4.5,2.6,28.1,2020
Damiris Dantas,MIN,F,22,586,22,9,19.5,0.464,3.5,8,0.433,5.6,11.5,0.485,3.5,4.9,0.727,3.3,11.9,5.1,2.2,0.4,3.5,5,25.1,2020
Kaela Davis,ATL,F,2,2,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,2020
Diamond DeShields,CHI,G,13,224,0,8,18.4,0.434,0.7,4,0.167,7.3,14.4,0.508,3.1,4,0.778,0.7,5.1,4.4,2.7,0.2,6.6,6,19.7,2020
Blake Dietrick,ATL,G,22,463,4,5.3,11.2,0.471,2.8,6.3,0.448,2.5,5,0.5,0.5,0.9,0.625,0.9,3.9,8.1,1.9,0.3,4.3,4.5,13.9,2020
Skylar Diggins-Smith,PHO,G,22,675,22,9.4,19.8,0.474,3.4,8.6,0.397,6,11.2,0.533,6.7,7.4,0.9,0.8,5.4,6.9,1.5,0.8,5.2,3.7,28.8,2020
Stefanie Dolson,CHI,C,15,273,8,6.2,12.7,0.486,2.2,5.8,0.375,4,6.9,0.579,2.5,3.5,0.737,2,9.4,4.5,1.1,2.4,2.7,8.7,17.1,2020
Kathleen Doyle,IND,G,18,155,0,3.3,13.5,0.244,1.6,6.9,0.238,1.6,6.6,0.25,0.7,1.3,0.5,1,4.9,6.2,2.3,0,5.9,8.5,8.9,2020
Candice Dupree,IND,F,22,665,22,8.9,19.2,0.462,0.2,1.4,0.167,8.7,17.8,0.485,3.1,3.7,0.854,2.1,9.6,4.2,1.2,0.7,2.1,2.1,21.1,2020
Sylvia Fowles,MIN,C,7,168,7,12.1,19.8,0.609,0,0,,12.1,19.8,0.609,7.4,9,0.828,6.5,21,1.9,1.9,2.5,2.5,5.6,31.5,2020
Allisha Gray,DAL,G,20,524,14,8.9,19.2,0.464,2.5,7,0.352,6.5,12.3,0.528,5.3,6.4,0.831,2.6,8.2,2.5,2.2,0.6,2.2,3.7,25.6,2020
Chelsea Gray,LAS,G,22,679,22,9.1,20.5,0.442,1.3,4.4,0.305,7.7,16.1,0.479,3.4,3.6,0.939,1.1,6,8.6,2.5,0.1,4.5,2.8,22.9,2020
Reshanda Gray,LAS,F,10,62,0,3.3,9,0.364,0,0,,3.3,9,0.364,4.9,5.7,0.857,4.9,22.8,2.4,0.8,3.3,8.1,8.1,11.4,2020
Brittney Griner,PHO,C,12,382,12,11.4,22.9,0.497,0,0.1,0,11.4,22.7,0.5,5,6.1,0.809,2.4,11.8,4.7,0.5,2.9,3.9,3.9,27.7,2020
Marie Gulich,LAS,C,12,119,1,5.5,11,0.5,0,1.3,0,5.5,9.8,0.565,1.3,1.3,1,2.1,7.6,3,1.7,1.3,2.1,9.8,12.3,2020
Megan Gustafson,DAL,C,10,48,0,4.3,15,0.286,0,1.1,0,4.3,13.9,0.308,6.4,9.6,0.667,6.4,11.8,1.1,0,1.1,2.1,9.6,15,2020
Dearica Hamby,LVA,F,22,622,0,8.7,16.2,0.539,1.4,3,0.474,7.3,13.2,0.554,3.8,5.3,0.716,2.2,12.5,4.8,2.9,0.3,3.6,4,22.7,2020
Isabelle Harrison,DAL,F,13,258,11,6.8,15.1,0.447,0,0.6,0,6.8,14.5,0.466,3,3.8,0.789,3.8,11.9,3.8,1.8,1,3.6,6.4,16.5,2020
Mikiah Herbert Harrigan,MIN,F,21,234,0,6.7,18.2,0.366,3.1,7.3,0.424,3.6,10.9,0.327,1.1,1.6,0.714,3.1,10.7,1.6,1.8,2,3.3,4.7,17.5,2020
Tyasha Harris,DAL,G,21,412,3,6.9,15.8,0.433,2.4,7,0.339,4.5,8.9,0.507,1.7,2.7,0.636,0,3.2,7,2.2,0.4,2.2,4.5,17.8,2020
Bria Hartley,PHO,G,13,322,3,10.2,24.3,0.42,3.9,10.1,0.385,6.4,14.3,0.446,5.1,6.4,0.805,0.8,5.9,9,2.3,0,4.2,5.1,29.4,2020
Tianna Hawkins,WAS,F,17,329,5,8.4,20.7,0.408,2.7,9.1,0.298,5.7,11.6,0.493,3.5,4.1,0.846,1.9,9.5,2.7,2.2,1,3.2,7,23.1,2020
Ruthy Hebard,CHI,F,22,320,6,9,13.2,0.682,0,0,,9,13.2,0.682,1.4,1.9,0.75,2.8,13.3,1.1,1.6,1.2,2.3,5.4,19.4,2020
Natisha Hiedeman,CON,G,22,408,4,5.6,15.8,0.354,2.9,8,0.359,2.7,7.9,0.349,2.6,3.7,0.7,1,5.2,5.1,1,0,3,5.4,16.7,2020
Myisha Hines-Allen,WAS,F,22,659,22,11.9,23.4,0.51,2.1,4.8,0.426,9.8,18.5,0.532,3.8,4.6,0.828,2.8,15.5,4.5,2.5,0.4,3.8,5,29.7,2020
Bria Holmes,CON,G,18,291,4,6.1,17.1,0.357,1.7,5.2,0.333,4.4,11.9,0.368,1.4,2.1,0.667,2.3,5.8,3.5,2.3,0.9,3.1,3,15.4,2020
Joyner Holmes,NYL,F,19,190,0,5.7,18.7,0.306,0.8,7.3,0.107,4.9,11.4,0.432,2.3,3.1,0.75,3.9,13.2,3.4,0.5,0.5,3.4,3.6,14.5,2020
Natasha Howard,SEA,F,22,463,22,9.5,17.9,0.53,0.8,2.2,0.35,8.7,15.7,0.556,3.1,3.9,0.778,5.7,17,2.4,4.1,1.5,5,7.3,22.8,2020
Sabrina Ionescu,NYL,G,3,80,3,11.7,25.9,0.452,4.3,12.3,0.35,7.4,13.6,0.545,6.2,6.2,1,1.2,8.6,7.4,1.2,0,8,2.5,33.9,2020
Briann January,CON,G,13,303,10,3.7,12.6,0.293,1.8,5.2,0.355,1.8,7.4,0.25,1.7,2,0.833,0.7,2.7,7.4,1.3,0.3,2.5,4.2,10.9,2020
Moriah Jefferson,DAL,G,9,148,6,6.2,14.9,0.419,0.7,2.1,0.333,5.6,12.8,0.432,2.4,4.2,0.583,2.8,9.7,6.2,2.4,0.7,5.2,5.9,15.6,2020
Glory Johnson,ATL,F,18,277,1,5.6,15,0.373,2,7.6,0.262,3.6,7.4,0.488,2.2,4.3,0.5,1.3,12.1,2,2.7,1.3,2.3,4.9,15.3,2020
Shenise Johnson,MIN,G,17,212,4,6.9,20.1,0.341,1.5,4.2,0.353,5.4,15.9,0.338,6.1,6.9,0.893,2.4,8.1,5.1,3.9,0.2,4.9,4.4,21.3,2020
Alexis Jones,ATL,G,6,53,0,7.5,19.8,0.381,6.6,17.9,0.368,0.9,1.9,0.5,0.9,1.9,0.5,0,0,4.7,2.8,0,5.7,2.8,22.6,2020
Brionna Jones,CON,F,21,549,21,9.1,15,0.605,0.1,0.1,1,9,14.9,0.602,3.5,5.1,0.691,5.5,10.9,1.9,3.2,1.3,3.2,6,21.8,2020
Jazmine Jones,NYL,G,20,428,2,8,19.7,0.404,1.7,5.2,0.333,6.2,14.5,0.429,7.3,9.2,0.788,2.1,9.3,5.2,3.2,1,6.6,6.8,24.9,2020
Paris Kea,NYL,G,11,165,5,8.4,21.8,0.384,3.9,9.9,0.394,4.5,12,0.375,2.1,2.4,0.875,1.5,6.6,4.8,2.1,0.9,5.7,3.6,22.7,2020
Betnijah Laney,ATL,G-F,22,738,22,9.7,20.1,0.481,2,5,0.405,7.7,15.1,0.507,4.2,5.1,0.827,1.6,7.3,5.9,2.4,0.1,4.5,3.8,25.6,2020
Crystal Langhorne,SEA,F-C,13,107,0,3.3,8,0.412,0.5,2.4,0.2,2.8,5.7,0.5,1.4,2.8,0.5,1.4,13.2,2.8,0.5,0.5,5.2,3.3,8.5,2020
Kiara Leslie,WAS,G,19,414,10,4.8,13.7,0.352,2.1,5.9,0.362,2.7,7.7,0.344,1.5,1.6,0.923,1.9,7.2,2.5,1.1,0.9,2.3,3.4,13.3,2020
Jewell Loyd,SEA,G,22,613,22,9.2,20.8,0.443,3.2,8.2,0.39,6,12.6,0.477,6.3,7.2,0.875,1.2,4.3,5.8,2.6,0.5,3.4,2.8,28,2020
Marina Mabrey,DAL,G,19,405,12,8.6,20,0.43,4.8,11.5,0.418,3.8,8.5,0.448,2,3,0.667,1.4,7.5,5.5,3.2,0.3,3.8,4.6,24.1,2020
Ezi Magbegor,SEA,F-C,22,292,0,10.7,18.8,0.569,0.2,0.5,0.333,10.5,18.3,0.575,3.3,4.7,0.704,4.3,9.3,1.2,2.1,2.8,1.6,7.4,24.9,2020
Kayla McBride,LVA,G,22,587,22,7.6,17.8,0.425,2.1,6.1,0.342,5.5,11.7,0.468,5.9,6.6,0.897,0.8,4.3,4.4,2.2,0.2,2.6,2.5,23.1,2020
Angel McCoughtry,LVA,F-G,22,440,22,13.1,25.4,0.518,1.8,3.8,0.471,11.3,21.6,0.526,7.5,8.5,0.882,4.2,12.6,6.1,3.3,0.7,4.3,5.5,35.6,2020
Teaira McCowan,IND,C,22,461,10,9.9,18.6,0.536,0,0.3,0,9.9,18.2,0.545,6.6,8.8,0.75,7.6,17.8,1.5,0.8,2.4,4.9,6.4,26.5,2020
Emma Meesseman,WAS,F,20,634,20,9,19.8,0.454,1.1,3.7,0.289,7.9,16.1,0.492,2.4,2.9,0.829,2.7,8.8,7.4,2,1.3,3.3,2.9,21.5,2020
Kelsey Mitchell,IND,G,22,706,22,10,22.2,0.448,4,10.4,0.389,5.9,11.8,0.5,4.5,5.3,0.849,0.4,3.5,4.5,1,0.1,3.9,4.5,28.4,2020
Leilani Mitchell,WAS,G,22,673,22,5.7,13.9,0.408,2.3,7.4,0.305,3.4,6.5,0.524,2.6,3,0.872,0.9,4.8,9.3,1.4,0.1,3,3.6,16.3,2020
Tiffany Mitchell,IND,G,19,502,11,7.5,21.7,0.346,1.7,7.4,0.233,5.8,14.3,0.404,7.8,8.2,0.951,1.5,6.6,5,1.2,0.2,4.6,5,24.6,2020
Beatrice Mompremier,CON,F,21,187,0,5.4,12.8,0.426,0,0,,5.4,12.8,0.426,2.2,4.9,0.444,8.7,19,0.8,1.4,3.5,3.8,7.6,13.1,2020
Kaleena Mosqueda-Lewis,CON,F,16,164,0,5.9,19.9,0.297,3.7,14.6,0.255,2.2,5.3,0.412,1.2,2.2,0.571,0.3,6.5,1.2,0.9,0.3,2.2,5.3,16.8,2020
Astou Ndour-Fall,DAL,C-F,13,151,7,6.8,19.4,0.351,2,8.5,0.24,4.8,10.9,0.438,0,0,,4.4,12.9,2,1,2,2,9.9,15.7,2020
Kia Nurse,NYL,G,21,578,18,5.8,21.3,0.273,2.6,11.1,0.238,3.2,10.2,0.311,7.6,8.8,0.864,0.9,5.1,4.1,0.9,0.3,3.9,3.2,21.9,2020
Leaonna Odom,NYL,F,22,453,16,5.2,10.7,0.49,0.5,2.2,0.25,4.7,8.5,0.551,2.2,2.5,0.87,3.7,5.4,1.7,1.6,0.9,1.6,4,13.2,2020
Arike Ogunbowale,DAL,G,22,748,22,11.9,28.8,0.413,3.3,9.8,0.336,8.6,19,0.453,7.3,8.6,0.856,0.7,4.2,5.2,2.4,0,3.2,3.7,34.4,2020
Nneka Ogwumike,LAS,F,18,476,18,10.1,17.7,0.569,1,1.9,0.5,9.1,15.8,0.577,4.3,5.2,0.837,2.2,9.2,3.3,2,0.3,3,4.3,25.4,2020
Candace Parker,LAS,F-C,22,665,22,9.4,18.4,0.51,1.4,3.6,0.396,8,14.8,0.538,4.3,5.9,0.731,2.8,16.2,7.7,2,2,4.9,3.9,24.6,2020
Cheyenne Parker,CHI,F,20,497,13,9.7,17.5,0.554,1.5,3.2,0.469,8.2,14.3,0.573,5.8,6.8,0.853,4.7,12.8,3,2.6,1.8,5.5,6.3,26.7,2020
Theresa Plaisance,CON,F,13,90,0,6.2,16.4,0.379,2.8,9.6,0.294,3.4,6.8,0.5,2.8,3.4,0.833,1.1,7.4,0.6,2.8,1.7,1.1,11.3,18.1,2020
Aerial Powers,WAS,G,6,179,6,9.4,20.2,0.464,2.6,7.6,0.346,6.7,12.6,0.535,7.3,8.8,0.833,0.6,8.5,4.4,2.6,0,3.2,4.7,28.7,2020
Alexis Prince,CHI,F,2,16,0,9.3,15.5,0.6,6.2,9.3,0.667,3.1,6.2,0.5,0,0,,6.2,9.3,0,0,3.1,0,3.1,24.8,2020
Epiphanny Prince,SEA,G,15,190,0,5.8,15.1,0.386,2.4,7.2,0.333,3.5,8,0.433,2.9,3.5,0.846,0.3,4.8,5.6,1.6,0.5,3.2,5.8,17,2020
Allie Quigley,CHI,G,22,631,22,10.1,22.6,0.448,3.6,10.5,0.346,6.5,12.2,0.535,2.7,2.9,0.919,0.5,5,4.1,1.1,0.5,2.2,2.4,26.6,2020
Danielle Robinson,LVA,G,22,492,1,6.2,12.1,0.512,0.5,1.3,0.385,5.7,10.8,0.528,3.4,4.2,0.81,0.5,5.3,7.1,1.9,0.2,2.8,3.8,16.4,2020
Sugar Rodgers,LVA,G,22,263,1,4.9,15.2,0.321,3.8,12,0.313,1.1,3.2,0.353,0.6,0.8,0.75,0.6,5.3,5.8,1.3,0.6,3,4.7,14.1,2020
