Player,Team,Year,Pos,Archetype,Total Minutes,BPM,RAPM
JENNIFER AZZI,UTA,2001,G,Spot-up Shooter,1206.4,-7.193940795616757,-4.933772721162529
CECILIA ZANDALASINI,MIN,2018,F,Secondary Creator/Distributor,478.5,-7.197174282135769,0.4652548275403663
SUMMER ERB,CHA,2001,C,Interior Primary Option,149.4,-7.204910186455919,-6.019798013528609
DONEEKA LEWIS,LAS,2006,G,Spot-up Shooter,455.6,-7.205490269823916,-5.476526902040156
WENDY PALMER,DET,1999,F,Interior Primary Option,734.6999999999999,-7.205647975818679,-7.030669822222627
AMBER HOLT,TUL,2011,F,Secondary Creator/Distributor,665.6,-7.209722095079415,-1.428684057490829
NAKIA SANFORD,WAS,2008,PowerF,Interior Primary Option,795.5999999999999,-7.210166050174948,-1.6000035122947187
NAYO RAINCOCK-EKUNWE,NYL,2019,F,Roller/Cutter,366.8,-7.215365167212327,1.6581180436439613
CAROLYN YOUNG,POR,2002,G,Spot-up Shooter,186.2,-7.217345413096465,7.679417425373454
EPIPHANNY PRINCE,NYL,2023,G,Spot-up Shooter,71.0,-7.222852237546171,-13.78091259773164
ASTOU NDIAYE-DIATTA,IND,2004,F,Roller/Cutter,76.0,-7.225752933405473,-2.3006401944505748
KIA VAUGHN,WAS,2014,C,Interior Primary Option,795.3000000000001,-7.225899335342331,1.1779995355064214
EDNA CAMPBELL,SEA,2000,G,Primary On-Ball Creator,508.8,-7.227225185513074,-6.025580754271893
MERY ANDRADE,CHA,2004,F,Secondary Creator/Distributor,63.599999999999994,-7.230981396864978,5.752203242232994
LAURA SUMMERTON,CON,2006,C,Secondary Creator/Distributor,363.0,-7.240844570877423,-5.346194078524745
BLAKE DIETRICK,ATL,2021,G,Spot-up Shooter,141.29999999999998,-7.247243337712331,4.616276276150446
CATHRINE KRAAYEVELD,CHI,2010,F,Spot-up Shooter,720.8,-7.258497615228546,0.3687503322344283
ALEX MONTGOMERY,NYL,2013,SG,Secondary Creator/Distributor,782.0,-7.2612425097452435,2.744452427956383
BRIA HARTLEY,WAS,2015,G,Primary On-Ball Creator,307.5,-7.263604020924671,-4.004245416664011
ALANNA SMITH,PHO,2021,F,Spot-up Shooter,117.0,-7.26436357307206,-3.290736047385211
ADRIAN WILLIAMS-STRONG,SAC,2007,PowerF,Roller/Cutter,584.8,-7.266255117486398,-11.48303579842521
MURRIEL PAGE,LAS,2007,F,Roller/Cutter,635.8,-7.273062537855888,-1.0066661723153962
DEANNA JACKSON,IND,2004,F,Interior Primary Option,802.4000000000001,-7.275937631373617,-3.4335219778961203
TIFFANI JOHNSON,HOU,2001,C,Roller/Cutter,668.8,-7.276882663507686,-9.323505905399003
SWIN CASH,NYL,2015,F,Secondary Creator/Distributor,591.5999999999999,-7.2778885140479,-6.927528310590458
TAMARA MOORE,NYL,2005,G,Spot-up Shooter,49.7,-7.27860432910947,15.10733630582665
JAMIERRA FAULKNER,CHI,2014,G,Primary On-Ball Creator,693.5999999999999,-7.282915104957394,-4.29834272560794
SCHOLANDA DORRELL,TUL,2012,G,Spot-up Shooter,384.8,-7.28392875401038,-8.564284895291415
TIFFANY JACKSON,TUL,2010,F,Interior Primary Option,717.4000000000001,-7.286851326426094,-16.772216901556014
MEGAN GUSTAFSON,WAS,2021,C,Roller/Cutter,108.9,-7.287621234749088,-25.54213739490354
QUANITRA HOLLINGSWORTH,MIN,2010,C,Roller/Cutter,182.5,-7.2960545900540925,-13.576380005782145
ASTOU NDOUR-FALL,SAN,2014,PowerF,Secondary Creator/Distributor,35.2,-7.296138258354304,-1.4192699337932346
DOMINIQUE CANTY,HOU,2004,G,Roller/Cutter,771.2,-7.297969383589472,0.05207741529835497
BRIANN JANUARY,IND,2013,G,Primary On-Ball Creator,947.2,-7.30754328124364,0.3811923112075446
NIKKI MCCRAY,CHI,2006,G,Secondary Creator/Distributor,82.5,-7.31686056991367,-6.503673347349371
TINA THOMPSON,HOU,2005,F,Primary On-Ball Creator,439.5,-7.317576950208558,0.7671091257446914
NYKESHA SALES,CON,2004,SG,Primary On-Ball Creator,1098.1999999999998,-7.324051508773477,-3.6874177763490703
RHONDA MAPP,LAS,2003,C,Roller/Cutter,259.20000000000005,-7.3286059819623475,-9.279956482521625
HAMCHETOU MAIGA-BA,SAC,2005,F,Roller/Cutter,404.6,-7.330857173220504,-6.648978170715882
KELLY SCHUMACHER,NYL,2006,C,Interior Primary Option,502.0,-7.333623364236438,-9.087463666961451
LINDSEY MOORE,MIN,2013,G,Secondary Creator/Distributor,131.1,-7.335440891355384,3.1717715898971583
LAUREN JACKSON,SEA,2003,PowerF,Perimeter-Oriented Big/Wing,1108.8,-7.3387185245454685,0.1730808631155975
JAMIE WEISNER,WAS,2016,G,Secondary Creator/Distributor,25.2,-7.339264180909881,-12.264547766655001
TAMECKA DIXON,HOU,2008,G,Secondary Creator/Distributor,633.5999999999999,-7.343048461686572,-12.262076047210407
MIRANDA AYIM,TUL,2011,F,Roller/Cutter,42.3,-7.3508008599727415,-4.967737506515722
OLYMPIA SCOTT,IND,2001,C,Interior Primary Option,777.6,-7.362018749955206,-3.7317238393507672
MARGO DYDEK,UTA,1999,C,Perimeter-Oriented Big/Wing,736.0,-7.366992504648788,0.8119420121964647
MARKEISHA GATLING,ATL,2016,C,Roller/Cutter,232.2,-7.367702190211947,-3.7819134673231725
JOCELYN PENN,WAS,2003,F,Secondary Creator/Distributor,288.0,-7.36909140385372,-10.56650801491299
CAPPIE PONDEXTER,IND,2018,G,Secondary Creator/Distributor,546.0,-7.37668591382255,-14.0537942736392
KAYTE CHRISTENSEN,CHI,2007,F,Roller/Cutter,209.0,-7.38055180373363,-7.408948557456507
LA'KESHIA FRETT,SAC,2001,F,Roller/Cutter,399.0,-7.384128120857629,3.118686653795221
FELICIA RAGLAND,HOU,2004,G,Spot-up Shooter,516.8,-7.387110866745221,-2.196369275354371
YVONNE TURNER,PHO,2017,G,Secondary Creator/Distributor,435.2000000000001,-7.389583937370388,-0.6113960886644056
LAYSHIA CLARENDON,IND,2014,G,Secondary Creator/Distributor,397.2999999999999,-7.391759407270407,-3.594320610694636
MWADI MABIKA,LAS,1998,G,Spot-up Shooter,710.5,-7.3961649294553276,-8.630347608436693
KIA VAUGHN,WAS,2013,C,Roller/Cutter,680.0,-7.396967293378941,-1.8795328119770822
RESHANDA GRAY,ATL,2016,F,Roller/Cutter,268.8,-7.404699567938611,0.8110534153171509
NIA COFFEY,PHO,2020,F,Spot-up Shooter,229.5,-7.407522424180985,-0.8556450310412442
ASJHA JONES,WAS,2002,F,Perimeter-Oriented Big/Wing,611.2,-7.4215540222445515,-6.403688627335881
CAMILLE COOPER,NYL,2001,C,Interior Primary Option,50.4,-7.4336388681108385,-18.006616270024406
JAIME NARED,LVA,2018,SG,Secondary Creator/Distributor,282.09999999999997,-7.434805735247583,4.5748024405544125
KIA VAUGHN,NYL,2012,C,Roller/Cutter,709.9,-7.435580354077115,-7.876687689474696
ALEX MONTGOMERY,NYL,2011,SG,Secondary Creator/Distributor,270.0,-7.442713404584371,-0.7438074726877879
ADIA BARNES,SAC,1998,F,Secondary Creator/Distributor,596.4,-7.444457579441524,-7.15271425606541
KARA BRAXTON,NYL,2014,PowerF,Interior Primary Option,31.2,-7.447499282892151,35.25194025991792
CRYSTAL KELLY,DET,2009,F,Roller/Cutter,367.2000000000001,-7.449986459755697,-3.2144071126063234
LYNETTA KIZER,PHO,2013,F,Roller/Cutter,267.3,-7.453921970171792,5.908018907899621
JAMIERRA FAULKNER,CHI,2018,G,Primary On-Ball Creator,360.4,-7.453927461472022,-3.333561076111026
KYSRE GONDREZICK,CHI,2024,G,Spot-up Shooter,16.5,-7.454570653265804,2.8827087055619245
TAI DILLARD,SAN,2003,G,Secondary Creator/Distributor,165.60000000000002,-7.4569104836721305,-9.273585290186716
SHERILL BAKER,NYL,2006,G,Secondary Creator/Distributor,590.6999999999999,-7.458261666901111,-13.317216190889255
MICHELLE BROGAN,PHO,2000,F,Roller/Cutter,728.0,-7.458829052115215,-4.413518000440407
SHERYL SWOOPES,HOU,2002,SG,Perimeter-Oriented Big/Wing,1155.2,-7.459002944390336,-6.193506445890935
KALEENA MOSQUEDA-LEWIS,SEA,2015,F,Spot-up Shooter,332.1,-7.464064650802252,3.2337158164556765
VICTORIA VIVIANS,IND,2021,SG,Spot-up Shooter,660.3000000000001,-7.464435428402321,-8.054872091850774
CHAMIQUE HOLDSCLAW,ATL,2009,F,Perimeter-Oriented Big/Wing,707.5,-7.466491788418286,3.6155504585825633
UMEKI WEBB,MIA,2000,SG,Secondary Creator/Distributor,193.7,-7.46672378777944,-0.44258421054336683
JANETH ARCAIN,HOU,1998,G,Secondary Creator/Distributor,657.0,-7.47235505203819,2.73039937629042
SIMONE EDWARDS,SEA,2004,C,Roller/Cutter,257.59999999999997,-7.477297379608935,-2.527043944804396
KAHLEAH COPPER,CHI,2019,SG,Secondary Creator/Distributor,503.2000000000001,-7.480057010788967,-6.549278487154098
JESSICA MOORE,LAS,2007,PowerF,Roller/Cutter,431.2,-7.482232395530442,-10.72740594273498
KELLY MILLER,CHA,2002,G,Secondary Creator/Distributor,553.6,-7.482350326434203,0.8949877568092643
KYM HAMPTON,NYL,1999,C,Interior Primary Option,835.2,-7.485280050636204,5.800321711469871
KELSEY MITCHELL,IND,2018,G,Primary On-Ball Creator,829.5999999999999,-7.486107785559604,-9.171041751845364
JASMINE THOMAS,ATL,2013,G,Secondary Creator/Distributor,935.0,-7.502016622987238,-1.8214502913075232
AMBER HARRIS,MIN,2011,F,Roller/Cutter,278.1,-7.505060503617532,0.02185296783935664
YELENA LEUCHANKA,ATL,2010,C,Roller/Cutter,339.2,-7.510754920884547,-10.990401200009163
LUCIENNE BERTHIEU,CLE,2002,PowerF,Roller/Cutter,16.0,-7.5167714025538155,-14.485498390834715
MARISSA COLEMAN,IND,2017,SG,Spot-up Shooter,635.8,-7.517987214498222,-10.86199008133823
CRYSTAL ROBINSON,NYL,2003,F,Spot-up Shooter,1075.8,-7.521201382053226,-11.287223152173947
ERICA WHEELER,ATL,2022,G,Primary On-Ball Creator,789.0,-7.526818787647041,-0.28016690675556255
TAMARA JAMES,WAS,2006,SG,Secondary Creator/Distributor,155.4,-7.529292787837726,4.427612444732693
JELENA DUBLJEVIC,LAS,2016,F,Secondary Creator/Distributor,79.5,-7.5298101876593675,-16.607724341221083
JACKI GEMELOS,WAS,2020,G,Spot-up Shooter,223.2,-7.5304267801794555,-3.33651002548958
EBONY HOFFMAN,CON,2014,F,Roller/Cutter,68.0,-7.533609654526812,-7.8775036966265395
MERCEDES RUSSELL,SEA,2023,C,Roller/Cutter,706.7,-7.537741061324767,-6.321162415560119
MWADI MABIKA,LAS,2005,G,Spot-up Shooter,368.9,-7.540782008392128,-7.72812933065454
CAPPIE PONDEXTER,NYL,2013,G,Primary On-Ball Creator,1026.0,-7.543949201306692,-1.4819507037311288
TULLY BEVILAQUA,SAN,2012,G,Spot-up Shooter,156.79999999999998,-7.544437767398564,-4.810457375408172
MURRIEL PAGE,WAS,2003,F,Roller/Cutter,850.0,-7.548442967751176,-5.674261518069339
SANDY BRONDELLO,DET,1999,G,Primary On-Ball Creator,1001.6,-7.55010476128772,-2.2162163928703675
KEDRA HOLLAND-CORN,SAC,2000,G,Spot-up Shooter,937.6,-7.551551289748407,20.994124396026344
SCHOLANDA DORRELL,SAC,2008,G,Secondary Creator/Distributor,533.5999999999999,-7.554560848288498,-5.402805173091288
SYLVIA CRAWLEY,POR,2001,F,Interior Primary Option,921.6,-7.557068802429194,-1.2603347547862032
JENNIE SIMMS,PHO,2023,G,Roller/Cutter,70.19999999999999,-7.561561932502487,-16.7312693633816
BRIA HARTLEY,WAS,2014,G,Primary On-Ball Creator,921.4,-7.5794219292022476,-7.540699227822253
LINDA BURGESS,SAC,1998,F,Interior Primary Option,672.8,-7.582265476722673,-4.990173246989819
KELLEY CAIN,CON,2014,C,Roller/Cutter,45.0,-7.584188971662148,-28.310891668477588
RACHAEL SPORN,DET,1998,F,Roller/Cutter,534.0,-7.584191955119387,-2.5492776819210627
BASHAARA GRAVES,CHI,2017,F,Roller/Cutter,92.0,-7.587320820770479,1.5996266036097353
ALLY MALOTT,WAS,2015,F,Spot-up Shooter,216.0,-7.59363671656488,-8.33312322525255
ALEXIS HORNBUCKLE,PHO,2013,G,Secondary Creator/Distributor,372.0,-7.600517825426149,-10.068899719547566
TAUSHA MILLS,WAS,2000,C,Interior Primary Option,297.59999999999997,-7.60176542705544,-5.507343974568288
JORDAN HORSTON,SEA,2023,F,Interior Primary Option,806.4,-7.603936033671831,-0.038144918986647625
ASJHA JONES,MIN,2015,F,Roller/Cutter,542.5,-7.607122613377387,-1.9620697938903988
AMBER JACOBS,MIN,2004,G,Spot-up Shooter,393.6,-7.6071716319660805,-1.707891648654183
JANTEL LAVENDER,LAS,2012,F,Roller/Cutter,489.6,-7.618515185040319,-5.531471225981752
JELENA MILOVANOVIC,WAS,2014,PowerF,Secondary Creator/Distributor,180.8,-7.618657193796118,6.576773588937929
CATHRINE KRAAYEVELD,SAN,2013,F,Spot-up Shooter,286.0,-7.623204883276378,-0.34987361557794916
MONIQUE BILLINGS,ATL,2020,F,Interior Primary Option,596.2,-7.6241248963265855,-4.268711977019251
ESSENCE CARSON,NYL,2014,G,Secondary Creator/Distributor,364.0,-7.625095572667345,-3.3277060718990095
CAITY MATTER,CHA,2005,G,Spot-up Shooter,56.0,-7.626454036127454,7.704796713891408
RUSHIA BROWN,CLE,2002,F,Roller/Cutter,470.4,-7.632468920447986,-5.201113643069548
ADRIAN WILLIAMS-STRONG,PHO,2003,PowerF,Interior Primary Option,986.0,-7.632562845380299,-8.707213803940334
ALISA BURRAS,POR,2001,C,Interior Primary Option,273.0,-7.63262023743958,-1.4434539664149721
NIKKI MCCRAY,WAS,2001,G,Primary On-Ball Creator,828.8,-7.6331320523469515,1.9916912250697683
SUG SUTTON,WAS,2020,G,Secondary Creator/Distributor,112.8,-7.6360643080342765,-6.191641885654559
MURRIEL PAGE,LAS,2008,F,Roller/Cutter,243.0,-7.636504636649168,-2.979120474535162
VICKY BULLETT,CHA,1999,F,Perimeter-Oriented Big/Wing,1008.0,-7.636636883717949,-4.730030050435809
KELLY SANTOS,SEA,2008,F,Roller/Cutter,134.2,-7.6539656076293525,-9.194500297189208
MIKIAH HERBERT HARRIGAN,MIN,2020,F,Spot-up Shooter,235.2,-7.656840316642873,7.159475162543611
RENEE MONTGOMERY,CON,2013,G,Primary On-Ball Creator,625.6,-7.657416674053463,-13.475383432914697
ENDY MIYEM,MIN,2018,F,Secondary Creator/Distributor,102.0,-7.660387132477606,-6.871488226621555
KORIE HLEDE,UTA,1999,G,Primary On-Ball Creator,684.8,-7.663445389451114,-4.7135901386028305
MARIE FERDINAND-HARRIS,UTA,2002,G,Primary On-Ball Creator,1065.6,-7.674735792082529,-10.61536230251238
JENNIFER LACY,PHO,2007,F,Interior Primary Option,94.0,-7.679858430480663,-10.161440102821954
JENNIFER LACY,PHO,2006,F,Roller/Cutter,492.8,-7.682253688482234,0.3205228378359206
LAUREN JACKSON,SEA,2004,PowerF,Perimeter-Oriented Big/Wing,1069.5,-7.687816381119276,18.285016828961894
NYKESHA SALES,ORL,2000,SG,Primary On-Ball Creator,956.8,-7.702687038287197,-9.054332863074093
MEGAN DUFFY,MIN,2007,G,Spot-up Shooter,48.5,-7.704960899549718,-14.409205089316679
DEARICA HAMBY,SAN,2016,F,Interior Primary Option,632.5,-7.716339233181319,-4.0240172620981545
AMANDA LASSITER,MIN,2005,F,Spot-up Shooter,387.5,-7.718988257382445,-6.2166042587075765
ANDREA NAGY,WAS,1999,G,Secondary Creator/Distributor,944.0,-7.720066334510485,-6.479209818437728
VICKIE JOHNSON,NYL,1998,SG,Primary On-Ball Creator,909.0,-7.720097798179226,-0.33721531707138697
TANJA KOSTIC,MIA,2000,F,Roller/Cutter,47.0,-7.720109717227187,-25.87119005808883
CLAUDIA NEVES,DET,1999,G,Spot-up Shooter,309.0,-7.725733063716363,2.3911769835408485
ANNA DEFORGE,PHO,2004,G,Primary On-Ball Creator,1152.6,-7.728316095623638,-9.820327968577327
ELAINE POWELL,DET,2006,G,Secondary Creator/Distributor,370.0,-7.730739917810605,-9.912884725703353
SHANNON BOBBITT,LAS,2008,G,Spot-up Shooter,551.1999999999999,-7.737289666072412,-5.395453965483051
ALLISON FEASTER,CHA,2006,F,Spot-up Shooter,310.4,-7.739653277719004,0.5897205717616725
NIKKI MCCRAY,WAS,1999,G,Primary On-Ball Creator,1040.0,-7.744156284272832,-5.6435570320991015
CHELSEA POPPENS,SAN,2013,F,Roller/Cutter,63.2,-7.753250210676436,-18.19030855230267
HEATHER OWEN,WAS,1999,PowerF,Roller/Cutter,232.9,-7.763598422133953,5.193641341250293
SHERI SAM,IND,2007,SG,Secondary Creator/Distributor,590.6999999999999,-7.76844453090325,-8.624129514559046
YOLANDA GRIFFITH,SAC,2002,PowerF,Interior Primary Option,578.0,-7.769189745112483,4.11157562660906
ANNA DEFORGE,PHO,2003,G,Primary On-Ball Creator,1067.6,-7.77148602272248,-14.4696687307415
YOLANDA PAIGE,IND,2005,G,Secondary Creator/Distributor,79.3,-7.786626992149176,7.34895614007913
KRYSTAL THOMAS,PHO,2012,C,Roller/Cutter,771.4000000000001,-7.789722108176781,-9.169589898421933
TAMERA YOUNG,ATL,2008,F,Secondary Creator/Distributor,745.8000000000001,-7.802578502483789,-9.26701414306308
ADRIAN WILLIAMS-STRONG,PHO,2000,PowerF,Roller/Cutter,352.8,-7.805153723819725,1.1062431927202578
ANETA KAUSAITE,DET,1998,F,Roller/Cutter,57.0,-7.809423384566068,-2.357830582831993
CHAMIQUE HOLDSCLAW,LAS,2007,F,Perimeter-Oriented Big/Wing,150.0,-7.814067608934424,13.50506900714059
KRYSTAL THOMAS,WAS,2018,C,Roller/Cutter,237.6,-7.822104957952122,-10.187124106751067
KIA VAUGHN,WAS,2015,C,Roller/Cutter,356.0,-7.827130186030354,7.838596057646107
CHAMIQUE HOLDSCLAW,WAS,2004,F,Perimeter-Oriented Big/Wing,795.8000000000001,-7.828750869037907,-2.376223770796834
LADY GROOMS,SAC,1998,F,Secondary Creator/Distributor,759.8,-7.830343444629385,1.2098030941333933
DESTANNI HENDERSON,ATL,2024,G,Secondary Creator/Distributor,105.0,-7.831080923600157,0.786193703407142
JASMINE THOMAS,ATL,2014,G,Secondary Creator/Distributor,595.0,-7.833327040323095,-3.0437872733776876
BECKY HAMMON,NYL,2001,G,Spot-up Shooter,620.8,-7.8365932609284865,-7.268833010254618
JULIE VANLOO,WAS,2024,G,Spot-up Shooter,928.0,-7.838415245532209,-1.7701962574064598
KELSEY PLUM,SAN,2017,G,Primary On-Ball Creator,709.9,-7.838854109331099,-1.0219001455006933
CARLA THOMAS,CHI,2007,F,Roller/Cutter,108.0,-7.839213560942035,-18.28383474291941
MATEE AJAVON,WAS,2009,G,Primary On-Ball Creator,588.2,-7.8440691386485835,0.05824432444690775
AMAYA VALDEMORO,HOU,2000,F,Spot-up Shooter,171.6,-7.846315331108786,-1.944562931497341
DELISHA MILTON-JONES,LAS,2003,F,Perimeter-Oriented Big/Wing,1085.0,-7.84744151608013,0.6818649362870186
KAMILA VODICHKOVA,SEA,2004,PowerF,Interior Primary Option,870.4000000000001,-7.849177032227506,-0.05305418094528949
BRIANNA KIESEL,DAL,2016,G,Secondary Creator/Distributor,103.6,-7.852740578648476,-4.9193713345810774
VANESSA HAYDEN,LAS,2009,C,Roller/Cutter,267.5,-7.854092874708872,-6.793181418401229
CRYSTAL SMITH,WAS,2008,G,Secondary Creator/Distributor,391.5,-7.858561031450016,-13.166197431080477
BEATRICE MOMPREMIER,ATL,2022,F,Roller/Cutter,174.3,-7.866454959267062,0.14610195458055886
SASHA GOODLETT,IND,2012,C,Roller/Cutter,197.6,-7.871352658467558,13.829536339214872
KIERSTAN BELL,LVA,2022,F,Spot-up Shooter,121.8,-7.871794349469452,-20.86186480472529
NIKKI BLUE,WAS,2009,G,Secondary Creator/Distributor,91.2,-7.872989253868843,-1.367997416485034
ANDREA NAGY,NYL,2001,G,Secondary Creator/Distributor,213.9,-7.8769091941166085,1.7340364568920164
KAYLA ALEXANDER,SAN,2014,C,Roller/Cutter,297.0,-7.880269650947008,2.8129612050128894
JANELL BURSE,SEA,2007,C,Interior Primary Option,707.5999999999999,-7.8888086398894295,-6.051583859563662
REBEKKAH BRUNSON,MIN,2014,F,Roller/Cutter,302.5,-7.89776706313666,0.7195716690617169
TAMIKA RAYMOND,CON,2008,F,Roller/Cutter,374.0,-7.903721898911208,1.0601643727609371
HELEN DARLING,SAN,2008,G,Spot-up Shooter,579.6999999999999,-7.921080590475564,-4.044170488201217
OCTAVIA BLUE,HOU,2004,F,Roller/Cutter,154.70000000000002,-7.924126741246866,-20.04451418595616
MATEE AJAVON,WAS,2010,G,Primary On-Ball Creator,496.4,-7.924839867426773,1.462714028160378
NAZ HILLMON,ATL,2023,F,Roller/Cutter,540.0,-7.936919283887592,-3.7145420326915115
TIFFANY BIAS,PHO,2015,G,Spot-up Shooter,94.5,-7.940300524851878,2.941341511035138
KALANI BROWN,ATL,2020,C,Interior Primary Option,61.0,-7.942919551784065,-12.819756347130788
ANN WAUTERS,SAN,2009,C,Interior Primary Option,462.4,-7.943293371089566,3.247107826116855
SUE BIRD,SEA,2003,G,Primary On-Ball Creator,1135.6,-7.948435640316211,-1.4970653899515276
DALMA IVANYI,SAN,2005,G,Spot-up Shooter,576.0,-7.951386894858914,-3.718055886434904
TONI FOSTER,PHO,1998,PowerF,Roller/Cutter,217.6,-7.9547305331472185,-1.5655669289730083
MARIE FERDINAND-HARRIS,SAN,2007,G,Secondary Creator/Distributor,479.4,-7.960489141568007,-7.606975700863939
AISHA SHEPPARD,LVA,2022,G,Spot-up Shooter,174.79999999999998,-7.961195261649601,-6.37429409020687
TAUSHA MILLS,SAN,2003,C,Roller/Cutter,188.5,-7.964108543921302,-5.296397412761509
MEGAN MAHONEY,CON,2007,F,Secondary Creator/Distributor,120.6,-7.964952638922566,-9.081358908404484
NIKKI MCCRAY,PHO,2004,G,Secondary Creator/Distributor,372.6,-7.974246768881398,-1.0667340559282321
NIKKI BLUE,NYL,2010,G,Secondary Creator/Distributor,76.5,-7.975256181413591,-20.447812939854508
AMISHA CARTER,NYL,2005,F,Roller/Cutter,12.9,-7.976182073603502,-19.676892436286288
TINA THOMPSON,HOU,2004,F,Perimeter-Oriented Big/Wing,943.8,-7.979850004763503,-6.541278161033918
KATIE SMITH,MIN,2003,G,Primary On-Ball Creator,1183.1999999999998,-7.983582325425454,2.9055489536556482
MICHELE VAN GORP,POR,2000,C,Roller/Cutter,198.8,-7.999722398899497,-0.5608761119584327
VICKIE JOHNSON,NYL,1999,SG,Primary On-Ball Creator,1050.9,-8.001634094415655,-0.17157625973553703
MONICA WRIGHT,MIN,2010,G,Primary On-Ball Creator,867.0,-8.00226288544362,3.9866704922994693
CLARISSA DOS SANTOS,CHI,2016,C,Roller/Cutter,186.0,-8.021245893074532,4.429508975065256
BARBARA FARRIS,DET,2003,PowerF,Roller/Cutter,516.8,-8.022191956567516,4.492681722105525
ERIN THORN,NYL,2003,G,Spot-up Shooter,179.4,-8.022411606778222,-16.850413186737182
CASS BAUER-BILODEAU,CHA,1999,C,Roller/Cutter,125.0,-8.027892203510811,-1.4730086087143222
ALLISON FEASTER,LAS,1998,F,Spot-up Shooter,41.099999999999994,-8.037236063703586,-8.54814598879065
BLAKE DIETRICK,ATL,2018,G,Spot-up Shooter,187.2,-8.048533396100165,-12.79493273584599
DIAMOND DESHIELDS,CHI,2020,G,Secondary Creator/Distributor,223.6,-8.051357669841012,-3.4645190412285922
SONJA HENNING,SEA,2001,G,Secondary Creator/Distributor,899.2,-8.053956427840703,-14.123129675911876
YOLANDA GRIFFITH,SAC,2000,PowerF,Interior Primary Option,1027.2,-8.0626517667848,-7.546191844040316
SVETLANA ABROSIMOVA,SEA,2012,F,Secondary Creator/Distributor,328.7,-8.062897336411549,-3.883560378623862
CHAMIQUE HOLDSCLAW,WAS,2001,F,Perimeter-Oriented Big/Wing,974.4,-8.064046137616605,0.323024541205436
CHARDE HOUSTON,MIN,2011,F,Secondary Creator/Distributor,210.6,-8.06893725575708,-6.914065288487821
