,Player,Team,Archetype,year
3211,BRIA HARTLEY,WAS,Secondary Creator/Distributor,2016
3213,TIANNA HAWKINS,WAS,Perimeter-Oriented Big,2016
3209,MEIGHAN SIMMONS,ATL,Spot-up Shooter,2016
3218,JENNA O'HEA,SEA,Spot-up Shooter,2016
3208,KAYLA ALEXANDER,SAN,Roller/Cutter,2016
3207,DEARICA HAMBY,SAN,Interior Primary Option,2016
3206,COURTNEY WILLIAMS,CON,Perimeter-Oriented Big,2016
3205,CHEYENNE PARKER-TYUS,CHI,Roller/Cutter,2016
3204,ALEX MONTGOMERY,SAN,Spot-up Shooter,2016
3203,MORGAN TUCK,CON,Perimeter-Oriented Big,2016
2992,BETNIJAH LANEY-HAMILTON,CHI,Roller/Cutter,2015
2999,TIERRA RUFFIN-PRATT,WAS,Perimeter-Oriented Big,2015
2998,TAYLER HILL,WAS,Primary On-Ball Creator,2015
2997,SHONI SCHIMMEL,ATL,Secondary Creator/Distributor,2015
2996,KELLY FARIS,CON,Spot-up Shooter,2015
2995,KARIMA CHRISTMAS-KELLY,TUL,Secondary Creator/Distributor,2015
2994,DAMIRIS DANTAS,ATL,Perimeter-Oriented Big,2015
2993,CANDICE WIGGINS,NYL,Spot-up Shooter,2015
2984,KELSEY BONE,CON,Interior Primary Option,2015
2991,ALLIE QUIGLEY,CHI,Primary On-Ball Creator,2015
2990,ALEX HARDEN,PHO,Secondary Creator/Distributor,2015
2989,SUGAR RODGERS,NYL,Spot-up Shooter,2015
2988,MISTIE BASS,PHO,Roller/Cutter,2015
2987,MAYA MOORE,MIN,Primary On-Ball Creator,2015
2986,MATEE AJAVON,ATL,Secondary Creator/Distributor,2015
2985,LYNETTA KIZER,IND,Roller/Cutter,2015
3001,ASJHA JONES,MIN,Roller/Cutter,2015
3000,AMANDA ZAHUI B,TUL,Perimeter-Oriented Big,2015
3020,KAYLA ALEXANDER,SAN,Roller/Cutter,2015
3002,CLARISSA DOS SANTOS,CHI,Roller/Cutter,2015
3003,DEARICA HAMBY,SAN,Interior Primary Option,2015
2982,JESSICA BRELAND,CHI,Roller/Cutter,2015
3019,JAYNE APPEL MARINELLI,SAN,Roller/Cutter,2015
3018,CAPPIE PONDEXTER,CHI,Primary On-Ball Creator,2015
3017,BRIANN JANUARY,IND,Secondary Creator/Distributor,2015
3016,ANEIKA MORELLO,ATL,Roller/Cutter,2015
3015,TAMIKA CATCHINGS,IND,Primary On-Ball Creator,2015
3014,RAMU TOKASHIKI,SEA,Roller/Cutter,2015
3013,PLENETTE PIERSON,TUL,Interior Primary Option,2015
3012,NATASHA HOWARD,IND,Roller/Cutter,2015
3011,MAGGIE LUCAS,IND,Spot-up Shooter,2015
3010,DANIELLE ROBINSON,SAN,Secondary Creator/Distributor,2015
3009,DANIELLE ADAMS,SAN,Perimeter-Oriented Big,2015
3008,CHEYENNE PARKER-TYUS,CHI,Roller/Cutter,2015
3007,BRITTANY BOYD-JONES,NYL,Secondary Creator/Distributor,2015
3006,TRICIA LISTON,MIN,Spot-up Shooter,2015
3005,SHENISE JOHNSON,IND,Secondary Creator/Distributor,2015
3004,ELENA DELLE DONNE,CHI,Primary On-Ball Creator,2015
2983,KAYLA PEDERSEN,CON,Roller/Cutter,2015
2963,MONIQUE CURRIE,PHO,Primary On-Ball Creator,2015
2981,JAMIERRA FAULKNER,CHI,Secondary Creator/Distributor,2015
2980,ESSENCE CARSON,NYL,Perimeter-Oriented Big,2015
2958,JEWELL LOYD,SEA,Primary On-Ball Creator,2015
2957,JENNA O'HEA,SEA,Spot-up Shooter,2015
2956,JASMINE THOMAS,CON,Secondary Creator/Distributor,2015
2955,JANTEL LAVENDER,LAS,Interior Primary Option,2015
2954,IVORY LATTA,WAS,Primary On-Ball Creator,2015
2953,ERIKA DE SOUZA,CHI,Roller/Cutter,2015
2952,EMMA MEESSEMAN,WAS,Interior Primary Option,2015
2951,CRYSTAL LANGHORNE,SEA,Interior Primary Option,2015
2950,COURTNEY VANDERSLOOT,CHI,Secondary Creator/Distributor,2015
2949,COURTNEY PARIS,TUL,Roller/Cutter,2015
2948,CHELSEA GRAY,CON,Secondary Creator/Distributor,2015
2947,CAYLA GEORGE,PHO,Perimeter-Oriented Big,2015
2946,CAROLYN SWORDS,NYL,Roller/Cutter,2015
2945,CAMILLE SMITH,CON,Spot-up Shooter,2015
2944,BRIANNA KIESEL,TUL,Secondary Creator/Distributor,2015
3021,LAYSHIA CLARENDON,IND,Secondary Creator/Distributor,2015
2942,RENEE MONTGOMERY,MIN,Secondary Creator/Distributor,2015
2959,JORDAN HOOPER,TUL,Spot-up Shooter,2015
2960,KIAH STOKES,NYL,Roller/Cutter,2015
2961,LEILANI MITCHELL,PHO,Spot-up Shooter,2015
2972,TANISHA WRIGHT,NYL,Secondary Creator/Distributor,2015
2979,DEVEREAUX PETERS,MIN,Perimeter-Oriented Big,2015
2978,DEWANNA BONNER,PHO,Primary On-Ball Creator,2015
2977,CANDICE DUPREE,PHO,Interior Primary Option,2015
2976,ALYSHA CLARK,SEA,Spot-up Shooter,2015
2975,VICKI BAUGH,TUL,Roller/Cutter,2015
2974,TINA CHARLES,NYL,Interior Primary Option,2015
2973,TEMEKA JOHNSON,LAS,Secondary Creator/Distributor,2015
2971,SYDNEY COLSON,SAN,Secondary Creator/Distributor,2015
2962,MARISSA COLEMAN,IND,Primary On-Ball Creator,2015
2970,SWIN CASH,NYL,Perimeter-Oriented Big,2015
2969,STEFANIE DOLSON,WAS,Interior Primary Option,2015
2968,SOPHIA YOUNG-MALCOLM,SAN,Interior Primary Option,2015
2967,SHEKINNA STRICKLEN,CON,Spot-up Shooter,2015
2966,REBEKKAH BRUNSON,MIN,Perimeter-Oriented Big,2015
2965,NOELLE QUINN,PHO,Spot-up Shooter,2015
2964,NATASHA CLOUD,WAS,Secondary Creator/Distributor,2015
2943,ANGEL MCCOUGHTRY,ATL,Primary On-Ball Creator,2015
3022,LINDSAY WHALEN,MIN,Secondary Creator/Distributor,2015
3023,RIQUNA WILLIAMS,TUL,Primary On-Ball Creator,2015
3073,VALERIANE AYAYI,SAN,Perimeter-Oriented Big,2015
3080,ANDREA HOOVER,LAS,Spot-up Shooter,2015
3079,KALANA GREENE,MIN,Spot-up Shooter,2015
3078,JENNIFER O'NEILL,MIN,Secondary Creator/Distributor,2015
3077,ALEX MONTGOMERY,SAN,Perimeter-Oriented Big,2015
3076,ALANA BEARD,LAS,Secondary Creator/Distributor,2015
3075,TIFFANY BIAS,PHO,Spot-up Shooter,2015
3074,CRYSTAL BRADFORD,LAS,Spot-up Shooter,2015
3072,SEIMONE AUGUSTUS,MIN,Primary On-Ball Creator,2015
3082,NIKKI GREENE,CON,Roller/Cutter,2015
3071,SASHA GOODLETT,CHI,Roller/Cutter,2015
3070,CANDACE PARKER,LAS,Interior Primary Option,2015
3069,JACKI GEMELOS,CHI,Spot-up Shooter,2015
3068,FARHIYA ABDI,LAS,Spot-up Shooter,2015
3067,SYLVIA FOWLES,MIN,Interior Primary Option,2015
3066,DELISHA MILTON-JONES,ATL,Perimeter-Oriented Big,2015
3065,TAMERA YOUNG,CHI,Roller/Cutter,2015
3081,ERIN PHILLIPS,LAS,Spot-up Shooter,2015
3083,SHAMEKA CHRISTON,PHO,Spot-up Shooter,2015
3063,KIA VAUGHN,WAS,Roller/Cutter,2015
3093,NADIA COLHADO,ATL,Roller/Cutter,2015
3024,KRISTI TOLIVER,LAS,Primary On-Ball Creator,2015
3099,REBECCA ALLEN,NYL,Perimeter-Oriented Big,2015
3098,MICHELLE SNOW,LAS,Roller/Cutter,2015
3097,CARLA CORTIJO,ATL,Secondary Creator/Distributor,2015
3096,BRIANA BUTLER,IND,Perimeter-Oriented Big,2015
3095,VICTORIA MACAULAY,CHI,Roller/Cutter,2015
3094,INGA OREKHOVA,CON,Secondary Creator/Distributor,2015
3092,MONICA WRIGHT,SEA,Perimeter-Oriented Big,2015
3084,TIFFANY JACKSON,TUL,Roller/Cutter,2015
3091,JASMINE LISTER,LAS,Spot-up Shooter,2015
3090,BRITTANY HRYNKO,TUL,Spot-up Shooter,2015
3089,TESS MADGEN,PHO,Spot-up Shooter,2015
3088,SHAE KELLEY,MIN,Roller/Cutter,2015
3087,SKYLAR DIGGINS,TUL,Primary On-Ball Creator,2015
3086,KAYLA THORNTON,WAS,Roller/Cutter,2015
3085,CIERRA BURDICK,ATL,Roller/Cutter,2015
3064,MARTA XARGAY,PHO,Secondary Creator/Distributor,2015
3100,COURTNEY CLEMENTS,LAS,Spot-up Shooter,2015
3062,ERICA WHEELER,NYL,Secondary Creator/Distributor,2015
3033,SAMANTHA LOGIC,SAN,Secondary Creator/Distributor,2015
3041,ALEX BENTLEY,CON,Primary On-Ball Creator,2015
3040,SYDNEY CARTER,ATL,Secondary Creator/Distributor,2015
3039,JIA PERKINS,SAN,Primary On-Ball Creator,2015
3038,JEANETTE POHLEN-MAVUNGA,IND,Spot-up Shooter,2015
3037,BRITTNEY GRINER,PHO,Interior Primary Option,2015
3036,AVERY WARLEY-TALBERT,NYL,Roller/Cutter,2015
3035,ABBY BISHOP,SEA,Perimeter-Oriented Big,2015
3032,RESHANDA GRAY,ATL,Roller/Cutter,2015
3043,BRIA HARTLEY,WAS,Secondary Creator/Distributor,2015
3031,QUANITRA HOLLINGSWORTH,SEA,Roller/Cutter,2015
3030,KAYLA MCBRIDE,SAN,Primary On-Ball Creator,2015
3029,KALEENA MOSQUEDA-LEWIS,SEA,Spot-up Shooter,2015
3028,JENNIFER LACY,CON,Spot-up Shooter,2015
3027,TIFFANY HAYES,ATL,Primary On-Ball Creator,2015
3026,NATALIE ACHONWA,IND,Roller/Cutter,2015
3025,MARIANNA TOLO,LAS,Roller/Cutter,2015
3042,ARMINTIE HERRINGTON,WAS,Roller/Cutter,2015
3034,SUE BIRD,SEA,Primary On-Ball Creator,2015
3044,JENNIFER HAMSON,LAS,Roller/Cutter,2015
3053,LATOYA SANDERS,WAS,Roller/Cutter,2015
3045,MARKEISHA GATLING,SEA,Roller/Cutter,2015
3060,ELIZABETH WILLIAMS,CON,Roller/Cutter,2015
3059,KARA LAWSON,WAS,Spot-up Shooter,2015
3058,ANNA CRUZ,MIN,Secondary Creator/Distributor,2015
3057,SHAVONTE ZELLOUS,IND,Secondary Creator/Distributor,2015
3056,RONEEKA HODGES,ATL,Spot-up Shooter,2015
3055,ODYSSEY SIMS,TUL,Primary On-Ball Creator,2015
3054,NNEKA OGWUMIKE,LAS,Interior Primary Option,2015
3061,ERLANA LARKINS,IND,Roller/Cutter,2015
3052,ANGEL GOODRICH,SEA,Secondary Creator/Distributor,2015
3051,SANCHO LYTTLE,ATL,Perimeter-Oriented Big,2015
3050,EPIPHANNY PRINCE,NYL,Primary On-Ball Creator,2015
3049,ANA DABOVIC,LAS,Secondary Creator/Distributor,2015
3048,ALYSSA THOMAS,CON,Roller/Cutter,2015
3047,ALLY MALOTT,WAS,Spot-up Shooter,2015
3046,THERESA PLAISANCE,TUL,Perimeter-Oriented Big,2015
2837,TIERRA RUFFIN-PRATT,WAS,Perimeter-Oriented Big,2014
2844,DIANA TAURASI,PHO,Primary On-Ball Creator,2014
2843,DANIELLE ROBINSON,SAN,Secondary Creator/Distributor,2014
2842,COURTNEY CLEMENTS,CHI,Perimeter-Oriented Big,2014
2841,CAMILLE SMITH,SEA,Interior Primary Option,2014
2840,ALANA BEARD,LAS,Secondary Creator/Distributor,2014
2839,TINA CHARLES,NYL,Interior Primary Option,2014
2838,TIFFANY HAYES,ATL,Primary On-Ball Creator,2014
2833,TAMERA YOUNG,CHI,Roller/Cutter,2014
2836,TIANNA HAWKINS,WAS,Perimeter-Oriented Big,2014
2835,TEMEKA JOHNSON,SEA,Secondary Creator/Distributor,2014
2834,TAN WHITE,MIN,Spot-up Shooter,2014
2845,ERIKA DE SOUZA,ATL,Interior Primary Option,2014
2832,SUGAR RODGERS,NYL,Spot-up Shooter,2014
2831,STEFANIE DOLSON,WAS,Roller/Cutter,2014
2830,SOPHIA YOUNG-MALCOLM,SAN,Roller/Cutter,2014
2829,SKYLAR DIGGINS,TUL,Primary On-Ball Creator,2014
2828,SHONI SCHIMMEL,ATL,Secondary Creator/Distributor,2014
2863,SWIN CASH,NYL,Perimeter-Oriented Big,2014
2846,ERIN PHILLIPS,PHO,Spot-up Shooter,2014
2856,SUE BIRD,SEA,Primary On-Ball Creator,2014
2826,SASHA GOODLETT,CHI,Roller/Cutter,2014
2862,NOELLE QUINN,SEA,Spot-up Shooter,2014
2861,KATIE DOUGLAS,CON,Primary On-Ball Creator,2014
2860,JESSICA BRELAND,CHI,Roller/Cutter,2014
2859,BECKY HAMMON,SAN,Spot-up Shooter,2014
2858,ANETE JEKABSONE-ZOGOTA,PHO,Spot-up Shooter,2014
2857,VICKI BAUGH,TUL,Roller/Cutter,2014
2855,SHEKINNA STRICKLEN,SEA,Spot-up Shooter,2014
2847,ERLANA LARKINS,IND,Roller/Cutter,2014
2854,RENEE MONTGOMERY,CON,Secondary Creator/Distributor,2014
2853,PLENETTE PIERSON,NYL,Roller/Cutter,2014
2852,PENNY TAYLOR,PHO,Primary On-Ball Creator,2014
2851,NNEKA OGWUMIKE,LAS,Interior Primary Option,2014
2850,KIA VAUGHN,WAS,Interior Primary Option,2014
2849,KAYLA ALEXANDER,SAN,Roller/Cutter,2014
2848,GLORY JOHNSON,TUL,Interior Primary Option,2014
2827,SHAVONTE ZELLOUS,IND,Primary On-Ball Creator,2014
2807,JANEL MCCARVILLE,MIN,Perimeter-Oriented Big,2014
2825,SANDRINE GRUDA,LAS,Roller/Cutter,2014
2788,ALEX BENTLEY,CON,Primary On-Ball Creator,2014
2803,DEWANNA BONNER,PHO,Spot-up Shooter,2014
2802,DANIELLE ADAMS,SAN,Primary On-Ball Creator,2014
2801,CRYSTAL LANGHORNE,SEA,Interior Primary Option,2014
2800,COURTNEY PARIS,TUL,Roller/Cutter,2014
2799,CAPPIE PONDEXTER,NYL,Primary On-Ball Creator,2014
2798,CANDICE DUPREE,PHO,Interior Primary Option,2014
2797,BRITTNEY GRINER,PHO,Interior Primary Option,2014
2795,ARMINTIE HERRINGTON,LAS,Roller/Cutter,2014
2824,SANCHO LYTTLE,ATL,Interior Primary Option,2014
2794,ANNA CRUZ,NYL,Secondary Creator/Distributor,2014
2793,ANEIKA MORELLO,ATL,Roller/Cutter,2014
2792,ALYSSA THOMAS,CON,Interior Primary Option,2014
2791,ALYSHA CLARK,SEA,Spot-up Shooter,2014
2790,ALLIE QUIGLEY,CHI,Primary On-Ball Creator,2014
2789,ALEX MONTGOMERY,NYL,Spot-up Shooter,2014
2865,BRIANN JANUARY,IND,Secondary Creator/Distributor,2014
2804,EMMA MEESSEMAN,WAS,Roller/Cutter,2014
2805,IVORY LATTA,WAS,Primary On-Ball Creator,2014
2806,JAMIERRA FAULKNER,CHI,Secondary Creator/Distributor,2014
2808,JANTEL LAVENDER,LAS,Interior Primary Option,2014
2823,RONEEKA HODGES,TUL,Spot-up Shooter,2014
2822,ODYSSEY SIMS,TUL,Primary On-Ball Creator,2014
2821,NATASHA HOWARD,IND,Interior Primary Option,2014
2820,MONIQUE CURRIE,WAS,Primary On-Ball Creator,2014
2819,MISTIE BASS,PHO,Roller/Cutter,2014
2818,MAYA MOORE,MIN,Primary On-Ball Creator,2014
2817,MARISSA COLEMAN,IND,Spot-up Shooter,2014
2816,LINDSAY WHALEN,MIN,Interior Primary Option,2014
2815,KELSEY BONE,CON,Interior Primary Option,2014
2814,KAYLA MCBRIDE,SAN,Primary On-Ball Creator,2014
2813,KARIMA CHRISTMAS-KELLY,IND,Spot-up Shooter,2014
2812,JORDAN HOOPER,TUL,Spot-up Shooter,2014
2811,JENNIFER LACY,TUL,Perimeter-Oriented Big,2014
2810,JAYNE APPEL MARINELLI,SAN,Perimeter-Oriented Big,2014
2809,JASMINE THOMAS,ATL,Spot-up Shooter,2014
2864,ANGEL MCCOUGHTRY,ATL,Primary On-Ball Creator,2014
2796,BRIA HARTLEY,WAS,Primary On-Ball Creator,2014
2866,CHINEY OGWUMIKE,CON,Interior Primary Option,2014
2915,JELENA MILOVANOVIC,WAS,Perimeter-Oriented Big,2014
2922,NATASHA LACY,NYL,Secondary Creator/Distributor,2014
2921,HEATHER BUTLER,SAN,Secondary Creator/Distributor,2014
2920,LINDSEY MOORE,MIN,Spot-up Shooter,2014
2919,ALLISON HIGHTOWER,CON,Secondary Creator/Distributor,2014
2918,CHUCKY JEFFERY,NYL,Roller/Cutter,2014
2917,TAMIKA CATCHINGS,IND,Interior Primary Option,2014
2916,NADIA COLHADO,ATL,Roller/Cutter,2014
2914,GENNIFER BRANDON,CHI,Roller/Cutter,2014
2905,SYLVIA FOWLES,CHI,Interior Primary Option,2014
2913,ELENA DELLE DONNE,CHI,Primary On-Ball Creator,2014
2912,TIFFANY BIAS,PHO,Secondary Creator/Distributor,2014
2911,FARHIYA ABDI,LAS,Perimeter-Oriented Big,2014
2910,COURTNEY VANDERSLOOT,CHI,Secondary Creator/Distributor,2014
2909,CHARDE HOUSTON,NYL,Perimeter-Oriented Big,2014
2908,CANDICE WIGGINS,LAS,Spot-up Shooter,2014
2907,DANIELLE MCCRAY,CON,Secondary Creator/Distributor,2014
2923,NIKKI GREENE,LAS,Roller/Cutter,2014
2924,REBEKKAH BRUNSON,MIN,Roller/Cutter,2014
2925,RIQUNA WILLIAMS,TUL,Secondary Creator/Distributor,2014
2926,KELLEY CAIN,CON,Roller/Cutter,2014
2867,KAYLA PEDERSEN,CON,Roller/Cutter,2014
2941,SAMANTHA PRAHALIS,LAS,Perimeter-Oriented Big,2014
2939,INGA OREKHOVA,ATL,Secondary Creator/Distributor,2014
2938,DAVELLYN WHYTE,SAN,Secondary Creator/Distributor,2014
2937,AARYN ELLENBERG,CHI,Secondary Creator/Distributor,2014
2936,KARA BRAXTON,NYL,Roller/Cutter,2014
2935,DARXIA MORRIS,LAS,Secondary Creator/Distributor,2014
2934,TAYLER HILL,WAS,Secondary Creator/Distributor,2014
2933,WALTIEA ROLLE,SEA,Roller/Cutter,2014
2932,NADIRAH MCKENITH,MIN,Roller/Cutter,2014
2931,BRIANA BUTLER,CON,Perimeter-Oriented Big,2014
2930,TIFFANY JACKSON,TUL,Roller/Cutter,2014
2929,TONI YOUNG,NYL,Roller/Cutter,2014
2928,EBONY HOFFMAN,CON,Roller/Cutter,2014
2927,ASTOU NDOUR-FALL,SAN,Perimeter-Oriented Big,2014
2906,THERESA PLAISANCE,TUL,Perimeter-Oriented Big,2014
2940,JASMINE HASSELL,IND,Roller/Cutter,2014
2904,KALANA GREENE,WAS,Roller/Cutter,2014
2876,ANGEL GOODRICH,TUL,Secondary Creator/Distributor,2014
2883,DEVEREAUX PETERS,MIN,Roller/Cutter,2014
2882,CELINE DUMERC,ATL,Secondary Creator/Distributor,2014
2881,AVERY WARLEY-TALBERT,NYL,Roller/Cutter,2014
2880,TANISHA WRIGHT,SEA,Secondary Creator/Distributor,2014
2879,MARKEISHA GATLING,CHI,Roller/Cutter,2014
2878,LAYSHIA CLARENDON,IND,Secondary Creator/Distributor,2014
2877,JENNA O'HEA,SEA,Spot-up Shooter,2014
2875,SHENISE JOHNSON,SAN,Spot-up Shooter,2014
2885,KRISTI TOLIVER,LAS,Primary On-Ball Creator,2014
2874,MAGGIE LUCAS,IND,Spot-up Shooter,2014
2873,DAMIRIS DANTAS,MIN,Perimeter-Oriented Big,2014
2872,CANDACE PARKER,LAS,Primary On-Ball Creator,2014
2871,SHAMEKA CHRISTON,SAN,Spot-up Shooter,2014
2870,LYNETTA KIZER,IND,Roller/Cutter,2014
2868,KELSEY GRIFFIN,CON,Perimeter-Oriented Big,2014
2903,EWELINA KOBRYN,PHO,Roller/Cutter,2014
2884,KARA LAWSON,WAS,Spot-up Shooter,2014
2869,LINDSEY HARDING,LAS,Secondary Creator/Distributor,2014
2886,SHAY MURPHY,PHO,Spot-up Shooter,2014
2895,SEIMONE AUGUSTUS,MIN,Primary On-Ball Creator,2014
2887,EPIPHANNY PRINCE,CHI,Primary On-Ball Creator,2014
2900,AMANDA THOMPSON,ATL,Roller/Cutter,2014
2899,ASIA TAYLOR,MIN,Roller/Cutter,2014
2898,SYDNEY CARTER,IND,Secondary Creator/Distributor,2014
2897,JIA PERKINS,SAN,Primary On-Ball Creator,2014
2896,SHANECE MCKINNEY,NYL,Roller/Cutter,2014
2901,DELISHA MILTON-JONES,ATL,Perimeter-Oriented Big,2014
2894,MONICA WRIGHT,MIN,Secondary Creator/Distributor,2014
2889,NICOLE POWELL,SEA,Spot-up Shooter,2014
2888,ESSENCE CARSON,NYL,Perimeter-Oriented Big,2014
2893,MATEE AJAVON,ATL,Secondary Creator/Distributor,2014
2902,KRYSTAL THOMAS,IND,Roller/Cutter,2014
2890,ANGEL ROBINSON,SEA,Roller/Cutter,2014
2891,KELLY FARIS,CON,Spot-up Shooter,2014
2892,TRICIA LISTON,MIN,Spot-up Shooter,2014
2688,ALYSHA CLARK,SEA,Spot-up Shooter,2013
2694,MISTIE BASS,CON,Roller/Cutter,2013
2693,LINDSEY HARDING,LAS,Secondary Creator/Distributor,2013
2692,KAYLA ALEXANDER,SAN,Roller/Cutter,2013
2691,EBONY HOFFMAN,LAS,Perimeter-Oriented Big,2013
2690,COURTNEY VANDERSLOOT,CHI,Secondary Creator/Distributor,2013
2689,ANGEL MCCOUGHTRY,ATL,Primary On-Ball Creator,2013
2687,TINA THOMPSON,SEA,Primary On-Ball Creator,2013
2679,NNEKA OGWUMIKE,LAS,Interior Primary Option,2013
2686,TIERRA RUFFIN-PRATT,WAS,Perimeter-Oriented Big,2013
2685,TAYLER HILL,WAS,Spot-up Shooter,2013
2683,SWIN CASH,CHI,Perimeter-Oriented Big,2013
2682,SHEKINNA STRICKLEN,SEA,Spot-up Shooter,2013
2681,SHAY MURPHY,CHI,Spot-up Shooter,2013
2695,MONICA WRIGHT,MIN,Secondary Creator/Distributor,2013
2680,NOELLE QUINN,SEA,Perimeter-Oriented Big,2013
2684,TANISHA WRIGHT,SEA,Primary On-Ball Creator,2013
2703,BRIANN JANUARY,IND,Secondary Creator/Distributor,2013
2696,REBEKKAH BRUNSON,MIN,Interior Primary Option,2013
2697,RONEEKA HODGES,TUL,Spot-up Shooter,2013
2712,SKYLAR DIGGINS,TUL,Secondary Creator/Distributor,2013
2677,MICHELLE SNOW,WAS,Roller/Cutter,2013
2711,PLENETTE PIERSON,NYL,Interior Primary Option,2013
2710,NICOLE POWELL,TUL,Spot-up Shooter,2013
2709,NADIRAH MCKENITH,WAS,Secondary Creator/Distributor,2013
2708,JENNIFER LACY,TUL,Spot-up Shooter,2013
2707,JANEL MCCARVILLE,MIN,Perimeter-Oriented Big,2013
2706,DIANA TAURASI,PHO,Primary On-Ball Creator,2013
2705,CANDICE WIGGINS,TUL,Spot-up Shooter,2013
2704,CANDICE DUPREE,PHO,Interior Primary Option,2013
2702,ALANA BEARD,LAS,Perimeter-Oriented Big,2013
2701,TIANNA HAWKINS,SEA,Perimeter-Oriented Big,2013
2700,TAMERA YOUNG,CHI,Roller/Cutter,2013
2699,SHENISE JOHNSON,SAN,Primary On-Ball Creator,2013
2698,SHAMEKA CHRISTON,SAN,Spot-up Shooter,2013
2678,MONIQUE CURRIE,WAS,Perimeter-Oriented Big,2013
2659,JIA PERKINS,SAN,Primary On-Ball Creator,2013
2676,MAYA MOORE,MIN,Primary On-Ball Creator,2013
2675,MATEE AJAVON,WAS,Secondary Creator/Distributor,2013
2655,ERLANA LARKINS,IND,Roller/Cutter,2013
2654,ERIKA DE SOUZA,ATL,Interior Primary Option,2013
2653,EMMA MEESSEMAN,WAS,Roller/Cutter,2013
2652,DEVEREAUX PETERS,MIN,Roller/Cutter,2013
2651,DEWANNA BONNER,PHO,Primary On-Ball Creator,2013
2650,DANIELLE ADAMS,SAN,Interior Primary Option,2013
2649,CRYSTAL LANGHORNE,WAS,Interior Primary Option,2013
2648,CHARDE HOUSTON,PHO,Secondary Creator/Distributor,2013
2647,CAMILLE SMITH,SEA,Interior Primary Option,2013
2646,BRIANA BUTLER,PHO,Spot-up Shooter,2013
2645,ANEIKA MORELLO,ATL,Roller/Cutter,2013
2644,ALLIE QUIGLEY,CHI,Spot-up Shooter,2013
2643,ALEX MONTGOMERY,NYL,Perimeter-Oriented Big,2013
2642,ALEX BENTLEY,ATL,Secondary Creator/Distributor,2013
2714,TEMEKA JOHNSON,SEA,Secondary Creator/Distributor,2013
2656,IVORY LATTA,WAS,Primary On-Ball Creator,2013
2657,JANTEL LAVENDER,LAS,Roller/Cutter,2013
2658,JASMINE THOMAS,ATL,Primary On-Ball Creator,2013
2668,KIA VAUGHN,WAS,Roller/Cutter,2013
2674,MARISSA COLEMAN,LAS,Spot-up Shooter,2013
2673,LINDSAY WHALEN,MIN,Interior Primary Option,2013
2672,LEILANI MITCHELL,NYL,Spot-up Shooter,2013
2671,LE'COE WILLINGHAM,ATL,Perimeter-Oriented Big,2013
2670,KRYSTAL THOMAS,PHO,Roller/Cutter,2013
2669,KRISTI TOLIVER,LAS,Primary On-Ball Creator,2013
2667,KELSEY GRIFFIN,CON,Perimeter-Oriented Big,2013
2660,KALANA GREENE,CON,Perimeter-Oriented Big,2013
2666,KELSEY BONE,NYL,Roller/Cutter,2013
2665,KAYLA PEDERSEN,CON,Roller/Cutter,2013
2664,KATIE SMITH,NYL,Spot-up Shooter,2013
2663,KARIMA CHRISTMAS-KELLY,IND,Spot-up Shooter,2013
2662,KARA BRAXTON,NYL,Interior Primary Option,2013
2661,KAMIKO WILLIAMS,NYL,Secondary Creator/Distributor,2013
2713,SYLVIA FOWLES,CHI,Interior Primary Option,2013
2717,EPIPHANNY PRINCE,CHI,Primary On-Ball Creator,2013
2715,ANGEL GOODRICH,TUL,Secondary Creator/Distributor,2013
2770,ANNE MARIE ARMSTRONG,ATL,Spot-up Shooter,2013
2768,SAMANTHA PRAHALIS,NYL,Secondary Creator/Distributor,2013
2767,JEANETTE POHLEN-MAVUNGA,IND,Spot-up Shooter,2013
2766,SYDNEY CARTER,CON,Secondary Creator/Distributor,2013
2765,NAKIA SANFORD,SEA,Roller/Cutter,2013
2764,RUTH RILEY,ATL,Perimeter-Oriented Big,2013
2763,JASMINE JAMES,PHO,Secondary Creator/Distributor,2013
2762,CAROLYN SWORDS,CHI,Roller/Cutter,2013
2761,FARHIYA ABDI,LAS,Roller/Cutter,2013
2760,ERIN PHILLIPS,IND,Spot-up Shooter,2013
2759,TIFFANY JACKSON,TUL,Roller/Cutter,2013
2758,SHARNEE ZOLL-NORMAN,CHI,Secondary Creator/Distributor,2013
2757,LIZ CAMBAGE,TUL,Interior Primary Option,2013
2756,ASHLEY ROBINSON,SEA,Roller/Cutter,2013
2755,ALLISON HIGHTOWER,CON,Primary On-Ball Creator,2013
2754,TAN WHITE,CON,Primary On-Ball Creator,2013
2769,PENNY TAYLOR,PHO,Spot-up Shooter,2013
2771,KARA LAWSON,CON,Primary On-Ball Creator,2013
2752,CATHRINE KRAAYEVELD,SAN,Spot-up Shooter,2013
2772,CHELSEA POPPENS,SAN,Roller/Cutter,2013
2716,CANDACE PARKER,LAS,Interior Primary Option,2013
2786,BECKY HAMMON,SAN,Secondary Creator/Distributor,2013
2785,JESSICA MOORE,WAS,Roller/Cutter,2013
2784,CHUCKY JEFFERY,NYL,Primary On-Ball Creator,2013
2783,NATASHA LACY,CON,Roller/Cutter,2013
2782,JULIE WOJTA,SAN,Roller/Cutter,2013
2781,KATIE DOUGLAS,IND,Primary On-Ball Creator,2013
2780,ESSENCE CARSON,NYL,Interior Primary Option,2013
2779,CHELSEA HOPKINS,SAN,Secondary Creator/Distributor,2013
