Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Angel McCoughtry,ATL,F-G,33,989,33,32,989,11.4,26.3,0.434,1.3,4.4,0.302,10.1,21.9,0.46,8.7,11.1,0.788,1.9,9.6,4.7,2.7,1.2,4.9,4,32.9,2016
Emma Meesseman,WAS,F,34,996,34,34,996,11.1,20.8,0.533,1.6,3.5,0.448,9.5,17.3,0.55,3.6,4.5,0.8,3.5,10.1,4.1,2.2,1.3,2.3,4.6,27.3,2016
Leilani Mitchell,WAS,G,10,161,10,0,161,6.5,15,0.435,3.6,10.1,0.355,2.9,4.9,0.6,2.6,3.3,0.8,1,5.6,6.2,0.3,0,4.2,5.6,19.3,2016
Tiffany Mitchell,IND,G,34,681,34,8,681,6.6,18.4,0.361,1.9,6.5,0.294,4.7,11.9,0.397,7,7.7,0.911,1.1,4.4,3.7,2.3,0.2,4.2,6.5,22.2,2016
Alex Montgomery,SAS,G-F,25,357,25,7,357,5.2,14.5,0.357,1.5,4.7,0.313,3.7,9.8,0.379,1.3,1.8,0.75,2.2,7.9,5.8,1.5,0.6,3,5.5,13.2,2016
Renee Montgomery,MIN,G,34,656,34,2,656,6.8,17.1,0.397,2.1,6.6,0.321,4.7,10.5,0.444,4.1,5,0.828,0.5,2.4,7.3,2.6,0.2,4.6,3.7,19.8,2016
Maya Moore*,MIN,F,34,1009,34,34,1009,11.3,25.3,0.448,3.3,8.2,0.404,8,17.1,0.469,7.4,8.5,0.868,2.2,8.9,7.2,2.7,1.3,4,4.5,33.3,2016
Brene Moseley,IND,G,8,77,8,0,77,4,15.5,0.261,0.7,3.4,0.2,3.4,12.1,0.278,1.3,3.4,0.4,0.7,2,6.1,2.7,0,10.8,4,10.1,2016
Kaleena Mosqueda-Lewis,SEA,F,32,395,32,0,395,7.8,19.9,0.391,4.6,13.1,0.354,3.2,6.9,0.462,1.8,2.4,0.778,1.1,3.4,3.4,0.7,0.3,3.4,6.2,22,2016
Astou Ndour-Fall,SAS,C-F,30,446,30,9,446,7.7,19.5,0.396,2.5,7.2,0.344,5.2,12.2,0.427,3.4,4.2,0.829,3,11.3,1.4,1.5,3.1,1.9,5.7,21.4,2016
Chiney Ogwumike,CON,F-C,33,801,33,18,801,10,17,0.587,0,0,,10,17,0.587,6.3,8.8,0.719,5.6,14,1.4,2.1,2.1,3,7.6,26.3,2016
Nneka Ogwumike,LAS,F,33,1043,33,33,1043,12.3,18.4,0.665,0.8,1.3,0.615,11.4,17.1,0.669,7.3,8.4,0.869,3.9,15,5.1,2.1,2,3.5,5.7,32.6,2016
Jenna O'Hea,SEA,F,22,252,22,2,252,4.8,13.6,0.348,2.5,7.9,0.316,2.3,5.8,0.393,1.9,2.1,0.9,1.7,5.8,3.9,1.7,0.6,3.1,3.5,13.9,2016
Courtney Paris,DAL,C,34,827,34,32,827,7.3,13.4,0.548,0,0.1,0,7.3,13.3,0.551,1.5,2.8,0.556,5.8,16.7,2.3,0.9,1.8,1.7,6.8,16.2,2016
Candace Parker,LAS,F-C,34,1046,34,34,1046,9.5,21.5,0.442,2.1,5.5,0.382,7.4,16,0.463,5,7,0.707,1.7,12.5,8.3,2.4,1.7,4.9,3.7,26.1,2016
Cheyenne Parker-Tyus,CHI,F,25,315,25,7,315,6.8,13.4,0.506,0,0.2,0,6.8,13.2,0.512,2.7,5.2,0.531,5.7,13.1,1,1.9,0.8,3.1,6.8,16.3,2016
Jia Perkins,MIN,G,34,705,34,5,705,6,16.5,0.366,0.9,4.1,0.228,5.1,12.3,0.412,2.9,3.5,0.833,1.5,6.5,3.3,2.3,0.5,1.7,3.4,15.9,2016
Devereaux Peters,IND,F,30,440,30,0,440,8.6,15.7,0.549,0.1,0.4,0.333,8.5,15.3,0.554,1.2,2.1,0.556,2.4,10.7,2.6,1.4,2.1,2.1,7.1,18.5,2016
Haley Peters,SAS,F-G,34,594,34,0,594,6.7,19.2,0.349,1.6,6.4,0.25,5.1,12.8,0.399,2.5,3.3,0.757,1.4,7,2.4,1.1,0.6,2.5,5.7,17.5,2016
Sonja Petrovic,PHO,F,31,459,31,13,459,5.7,13.4,0.421,1.2,3.6,0.344,4.4,9.9,0.449,5,5.2,0.957,2.8,7.7,2.2,2,0.8,3.3,7.5,17.5,2016
Erin Phillips,DAL,G,32,466,32,12,466,5.4,12.2,0.438,2.5,6.6,0.383,2.8,5.7,0.5,3.2,3.5,0.906,1.6,4,4.2,0.5,0.3,2.7,3.5,16.4,2016
Plenette Pierson,DAL,F,27,718,27,27,718,8.2,21.3,0.387,2.1,6.3,0.337,6.1,15,0.408,4.1,5,0.829,2.6,8.7,3.8,1.6,0.7,3.4,6.8,22.7,2016
Theresa Plaisance,DAL,F,27,320,27,1,320,6.8,17.2,0.398,2.4,7.2,0.333,4.5,10,0.444,1.1,1.8,0.636,3.5,10.7,1.3,1.1,1.8,3,9.7,17.2,2016
Jeanette Pohlen-Mavunga,IND,G,12,49,12,0,49,6.4,11.7,0.545,3.2,6.4,0.5,3.2,5.3,0.6,1.1,1.1,1,0,1.1,5.3,0,0,2.1,5.3,17,2016
Cappie Pondexter,CHI,G,33,905,33,29,905,9.2,21.4,0.429,1,2.6,0.362,8.2,18.7,0.438,4.6,5.2,0.882,0.7,5.3,5.1,1.7,0.2,2.7,3.1,23.9,2016
Aerial Powers,DAL,G,32,614,32,2,614,8.3,21.1,0.394,2.7,7.2,0.368,5.6,13.9,0.407,8.4,10,0.835,2.2,7.2,2.9,2.7,0.6,4.2,6.1,27.6,2016
Epiphanny Prince,NYL,G,6,83,6,0,83,6.1,15.4,0.4,2.5,6.8,0.364,3.7,8.6,0.429,4.3,4.3,1,0.6,5.5,2.5,1.2,0,1.2,4.9,19.1,2016
LaToya Sanders,WAS,F-C,4,69,4,0,69,6.9,13.7,0.5,0,0,,6.9,13.7,0.5,8.4,9.9,0.846,3,9.1,0.8,2.3,7.6,2.3,9.1,22.1,2016
Allie Quigley,CHI,G,34,604,34,0,604,10.9,23.1,0.471,2.5,6.9,0.366,8.3,16.2,0.516,2.9,3.2,0.895,0.3,2.4,4.7,1.4,0.4,3.1,2.9,27.1,2016
Sugar Rodgers,NYL,G,33,1008,33,33,1008,7.9,19.5,0.405,4.4,10.5,0.413,3.5,9,0.395,4.1,4.8,0.842,0.7,6.1,4,1.8,0.8,3,4.4,24.2,2016
Tierra Ruffin-Pratt,WAS,G,32,781,32,31,781,4.9,13.3,0.369,1.1,3.4,0.32,3.8,10,0.385,4.8,6.4,0.747,2.4,9.7,5.7,2.2,0.5,3.3,5.3,15.7,2016
Shoni Schimmel,NYL,G,17,77,17,0,77,7.3,13.3,0.55,6,10.6,0.563,1.3,2.7,0.5,2.7,3.3,0.8,0,5.3,6.6,2,0.7,4.6,2.7,23.2,2016
Meighan Simmons,ATL,G,25,148,25,0,148,8.9,30.8,0.289,5.5,19.1,0.286,3.4,11.6,0.294,3.4,4.1,0.833,0.3,3.4,2.7,0.7,1,3.4,5.8,26.7,2016
Odyssey Sims,DAL,G,34,1074,34,30,1074,7.3,20.5,0.353,2,7.1,0.28,5.3,13.4,0.392,6.1,6.9,0.883,0.9,4.1,6.2,1.8,0.3,4.1,3.7,22.6,2016
Breanna Stewart,SEA,F,34,1179,34,34,1179,9.2,20.1,0.457,2,5.9,0.338,7.2,14.2,0.506,7.1,8.5,0.833,1.8,14,5,1.9,2.8,3.6,3.6,27.4,2016
Kiah Stokes,NYL,C,27,650,27,0,650,5.9,9.2,0.641,0,0,,5.9,9.2,0.641,2.9,4.6,0.627,4.9,15.8,1.6,1.4,3,2.4,6,14.7,2016
Shekinna Stricklen,CON,F,28,306,28,0,306,6.3,17.2,0.365,4.5,12.7,0.351,1.8,4.5,0.407,1.5,2.3,0.643,1.5,6.3,2.5,2,0.3,0.7,3.3,18.5,2016
Carolyn Swords,NYL,C,34,596,34,34,596,6.5,11.4,0.571,0,0,,6.5,11.4,0.571,2.1,3,0.686,4.7,13.4,2,0.6,1.8,2.8,6.3,15.1,2016
Diana Taurasi,PHO,G,33,984,33,33,984,9.3,23.6,0.396,4.6,13.1,0.35,4.7,10.4,0.453,7.2,8,0.909,0.3,5.1,6.6,1.6,0.2,4.5,5.1,30.5,2016
Asia Taylor,CON,F,4,17,4,0,17,8.9,14.9,0.6,0,0,,8.9,14.9,0.6,17.9,20.8,0.857,6,11.9,8.9,0,0,3,8.9,35.7,2016
Penny Taylor,PHO,F,25,643,25,25,643,8.1,16.6,0.488,3.2,8,0.396,4.9,8.6,0.574,5.4,5.9,0.907,0.8,7.4,7.1,3,0.9,3.3,4.2,24.7,2016
Alyssa Thomas,CON,F,31,840,31,31,840,7.8,16.1,0.487,0,0,,7.8,16.1,0.487,5,7.9,0.634,3.7,11.3,4.2,2.6,0.4,4.5,4.9,20.7,2016
Jasmine Thomas,CON,G,34,1091,34,34,1091,7,17.1,0.408,1.4,4.7,0.297,5.6,12.4,0.449,3.2,3.7,0.861,1.2,6.5,8,2,0.6,4,4.1,18.5,2016
Krystal Thomas,SEA,C,19,177,19,0,177,3.2,5.6,0.579,0,0,,3.2,5.6,0.579,1.5,2.1,0.714,5.6,12.7,0.6,1.2,3.8,2.6,11.5,7.9,2016
Ramu Tokashiki,SEA,F,31,404,31,1,404,7.7,16.4,0.472,0,0.1,0,7.7,16.3,0.476,5.8,7.1,0.818,3.6,9.8,1.2,1.9,0.5,3.2,10.7,21.3,2016
Kristi Toliver,LAS,G,33,1060,33,33,1060,7,16.5,0.426,4,9.4,0.424,3,7,0.43,3.6,4,0.889,0.6,4.2,6,1.4,0.1,2.2,2.9,21.6,2016
Morgan Tuck,CON,F,26,433,26,3,433,7.8,18.9,0.414,2,6.5,0.304,5.8,12.4,0.472,3.7,5.3,0.711,2.7,8.6,3.4,1.2,0.2,2.9,2.9,21.4,2016
Courtney Vandersloot,CHI,G,30,728,30,21,728,6.7,16,0.419,1.8,5.2,0.351,4.9,10.8,0.452,4.6,5.1,0.904,0.9,5.6,9.8,2.9,0.3,3.3,4.2,19.8,2016
Kia Vaughn,WAS,C,34,672,34,4,672,7.6,15.1,0.503,0,0,,7.6,15.1,0.503,1.6,2.2,0.75,3.2,11.5,1.6,1.6,1.4,2.5,3.8,16.8,2016
Ann Wauters,LAS,C,21,97,21,1,97,6.5,11.9,0.545,0,0,,6.5,11.9,0.545,3.2,4.3,0.75,2.2,12.4,4.9,2.2,1.1,3.8,6.5,16.2,2016
Jamie Weisner,WAS,G,7,25,7,0,25,8.4,18.9,0.444,4.2,8.4,0.5,4.2,10.5,0.4,4.2,4.2,1,2.1,6.3,4.2,0,0,6.3,10.5,25.2,2016
Lindsay Whalen*,MIN,G,32,786,32,32,786,8,15.6,0.513,0.2,0.7,0.273,7.8,14.9,0.524,4.3,4.8,0.892,1,5.4,8,1.2,0,3,3.3,20.5,2016
Erica Wheeler,IND,G,34,811,34,25,811,7.3,17.5,0.418,1.1,3.7,0.298,6.2,13.8,0.449,2.6,3.1,0.833,1.2,4.6,6.1,1.5,0.1,4.4,5.6,18.3,2016
Elizabeth Williams,ATL,C-F,34,1179,34,34,1179,6.7,15.2,0.442,0,0,0,6.7,15.2,0.444,3.9,5.7,0.692,4.5,11.8,1.8,1.1,3.4,1.8,4.5,17.4,2016
Monica Wright,SEA,G,16,98,16,0,98,4.3,13.8,0.308,0.5,5.3,0.1,3.7,8.5,0.438,1.6,2.7,0.6,0.5,4.3,5.8,3.7,0.5,7.4,8,10.6,2016
Tanisha Wright,NYL,G,29,668,29,28,668,6,15.1,0.401,0.3,1.3,0.235,5.7,13.8,0.417,2.5,3.5,0.717,1.8,5.1,7.9,2,0.4,5.1,5.3,14.9,2016
Marta Xargay,PHO,G,15,296,15,6,296,5.2,12.9,0.4,2.2,6.7,0.333,2.9,6.2,0.472,2.1,2.9,0.706,1.7,4.5,7.1,2.9,0.5,4.6,9.5,14.6,2016
Tamera Young,CHI,F,32,824,32,20,824,6.9,15.4,0.45,0,0.1,0,6.9,15.2,0.453,3,3.8,0.79,2.7,8.9,2.8,1.5,0.2,2.2,5.2,16.8,2016
Amanda Zahui B.,NYL,C,33,374,33,1,374,7.8,17.3,0.449,0.4,2.2,0.188,7.4,15.1,0.486,6.6,8.3,0.787,5.7,14.2,1.6,1.5,3,5,9.4,22.5,2016
Shavonte Zellous,NYL,G,33,770,33,1,770,6,15,0.403,0.3,1.7,0.192,5.7,13.3,0.43,6.8,8,0.851,1.2,5.4,4.8,1.9,0.4,2.9,4.2,19.2,2016
Kelsey Bone,TOT,C,34,528,34,13,528,8.4,20,0.418,0.4,1.6,0.235,8,18.3,0.435,3,4.4,0.674,3.2,12,2.8,1.2,0.4,4.9,7.4,20.1,2016
Blake Dietrick,TOT,G,3,14,3,0,14,3.8,7.5,0.5,0,3.8,0,3.8,3.8,1,7.5,7.5,1,0,11.3,0,0,0,3.8,3.8,15,2016
Markeisha Gatling,TOT,C,27,232,27,2,232,5.7,12.1,0.473,0,0,,5.7,12.1,0.473,3.3,3.5,0.938,4.6,10.3,1.8,1.1,1.8,4.4,11,14.7,2016
Lindsey Harding,TOT,G,26,443,26,3,443,4.4,12.2,0.358,0.2,0.9,0.25,4.1,11.3,0.367,2.5,2.9,0.88,0.5,5.8,7.1,1.4,0.2,2.9,3.9,11.5,2016
Whitney Knight,TOT,G,10,38,10,0,38,2.8,20.7,0.133,2.8,15.2,0.182,0,5.5,0,0,0,,1.4,6.9,2.8,2.8,2.8,2.8,6.9,8.3,2016
Noelle Quinn,TOT,G,33,407,33,0,407,2.8,10.3,0.272,0.3,2.8,0.091,2.5,7.5,0.339,1.4,1.5,0.917,0.3,6,6.4,1.8,0.6,3.7,4.6,7.2,2016
Avery Warley-Talbert,TOT,C,3,15,3,0,15,0,10.5,0,0,0,,0,10.5,0,0,0,,3.5,10.5,3.5,0,3.5,3.5,7,0,2016
Courtney Williams,TOT,G,25,351,25,0,351,9.8,23.9,0.41,1.2,3.9,0.296,8.7,20,0.432,1.7,3,0.571,4,11,4.3,1.7,0.4,3,4.3,22.5,2016
Kelsey Bone,CON,C,14,334,14,13,334,9.2,21.4,0.433,0.6,2.3,0.267,8.6,19.1,0.452,3.6,5.5,0.667,2.7,11.5,2.7,1.5,0.5,3.9,6.5,22.7,2016
Blake Dietrick,SEA,G,2,6,2,0,6,0,0,,0,0,,0,0,,17.4,17.4,1,0,0,0,0,0,8.7,8.7,17.4,2016
Markeisha Gatling,SEA,C,11,64,11,0,64,7.3,13.8,0.529,0,0,,7.3,13.8,0.529,5.7,5.7,1,4.1,7.3,0.8,0.8,2.4,8.1,15.5,20.4,2016
Lindsey Harding,NYL,G,5,114,5,3,114,3.6,11.2,0.32,0,1.3,0,3.6,9.9,0.364,0.9,0.9,1,0.4,6.3,8.1,0.4,0,2.7,4.5,8.1,2016
Whitney Knight,LAS,G,7,27,7,0,27,3.9,19.4,0.2,3.9,13.6,0.286,0,5.8,0,0,0,,1.9,5.8,1.9,3.9,3.9,3.9,5.8,11.6,2016
Noelle Quinn,PHO,G,13,129,13,0,129,2.8,11.5,0.241,0.4,3.9,0.1,2.4,7.5,0.316,2.4,2.8,0.857,0.4,4.7,7.1,2,1.2,3.9,7.9,8.3,2016
Avery Warley-Talbert,ATL,C,1,4,1,0,4,0,25.3,0,0,0,,0,25.3,0,0,0,,0,12.6,0,0,0,12.6,25.3,0,2016
Courtney Williams,PHO,G,6,25,6,0,25,2,18.3,0.111,0,2,0,2,16.3,0.125,2,4.1,0.5,2,14.3,4.1,0,0,4.1,2,6.1,2016
Kelsey Bone,PHO,C,20,194,20,0,194,6.8,17.6,0.388,0,0.5,0,6.8,17.1,0.4,1.8,2.6,0.7,3.9,12.9,2.9,0.8,0.3,6.6,8.9,15.5,2016
Blake Dietrick,SAS,G,1,8,1,0,8,6.6,13.2,0.5,0,6.6,0,6.6,6.6,1,0,0,,0,19.9,0,0,0,0,0,13.2,2016
Markeisha Gatling,ATL,C,16,168,16,2,168,5.1,11.4,0.447,0,0,,5.1,11.4,0.447,2.4,2.7,0.889,4.8,11.4,2.1,1.2,1.5,3,9.3,12.6,2016
Lindsey Harding,PHO,G,21,329,21,0,329,4.6,12.5,0.37,0.3,0.8,0.4,4.3,11.8,0.368,3.1,3.6,0.87,0.5,5.6,6.8,1.7,0.3,2.9,3.7,12.7,2016
Whitney Knight,SAS,G,3,11,3,0,11,0,24.1,0,0,19.3,0,0,4.8,0,0,0,,0,9.6,4.8,0,0,0,9.6,0,2016
Noelle Quinn,SEA,G,20,278,20,0,278,2.8,9.7,0.288,0.2,2.2,0.083,2.6,7.5,0.35,0.9,0.9,1,0.2,6.6,6,1.7,0.4,3.6,3,6.7,2016
Avery Warley-Talbert,SAS,C,2,11,2,0,11,0,4.8,0,0,0,,0,4.8,0,0,0,,4.8,9.6,4.8,0,4.8,0,0,0,2016
Courtney Williams,CON,G,19,326,19,0,326,10.4,24.4,0.427,1.2,4,0.308,9.2,20.3,0.45,1.7,2.9,0.579,4.2,10.7,4.3,1.9,0.5,2.9,4.5,23.7,2016
Farhiya Abdi,LAS,F,18,237,18,5,237,6.5,18.3,0.354,2.1,7.6,0.273,4.4,10.6,0.413,0.9,1.6,0.571,1.2,6.9,2.1,1.6,0.5,3,7.2,16,2015
Natalie Achonwa,IND,F,28,484,28,17,484,9.5,17.3,0.55,0,0,,9.5,17.3,0.55,5.1,6.8,0.746,4.3,10.5,1.8,1.5,1.4,4,6.3,24.1,2015
Danielle Adams,SAS,F-C,30,482,30,2,482,8.7,20.9,0.414,2.4,7.5,0.324,6.2,13.5,0.463,4.7,5.7,0.827,3.6,11,1.5,1.5,1,4.1,4.9,24.5,2015
Matee Ajavon,ATL,G,33,580,33,11,580,5.8,14.3,0.405,0.3,1.6,0.167,5.5,12.8,0.434,5.3,6.4,0.822,1.8,7.2,7,4.1,0.4,5.3,7,17.2,2015
Kayla Alexander,SAS,C,29,358,29,0,358,5.5,13.1,0.416,0,0,,5.5,13.1,0.416,3.2,5,0.647,4.3,14,0.9,0.9,3.5,3.5,6.3,14.2,2015
Rebecca Allen,NYL,F-G,2,34,2,0,34,4.7,15.5,0.3,0,6.2,0,4.7,9.3,0.5,0,0,,3.1,14,0,4.7,3.1,4.7,1.6,9.3,2015
Jayne Appel-Marinelli,SAS,C,30,673,30,28,673,3.1,8,0.382,0,0.3,0,3.1,7.7,0.398,1.7,2.7,0.647,3,14.7,3.2,1.8,3,3.1,5.9,7.9,2015
Seimone Augustus*,MIN,G-F,16,481,16,16,481,10.7,24.2,0.44,0.3,2.6,0.13,10.3,21.7,0.477,2.9,2.9,1,1,5.1,4.3,1,0.6,2.1,1.9,24.6,2015
Valeriane Ayayi,SAS,F,16,147,16,0,147,5.4,17.3,0.313,1.4,7.5,0.19,4,9.7,0.407,1.1,2.5,0.429,2.9,10.1,2.2,2.9,1.8,3.2,6.5,13.3,2015
Mistie Bass,PHO,F,33,458,33,7,458,6.6,12.9,0.514,0,0.1,0,6.6,12.7,0.519,2.8,5.2,0.545,4.7,11.8,2.8,3.1,2.8,2.5,6.3,16,2015
Vicki Baugh,TUL,F-C,34,533,34,6,533,6.9,14.6,0.473,0,0.1,0,6.9,14.5,0.476,4.5,6.1,0.738,4.9,14,2,1.8,1.2,4.3,6.8,18.3,2015
Alana Beard,LAS,G-F,15,365,15,11,365,7.4,15,0.49,0.3,1.7,0.182,7.1,13.4,0.528,1.4,1.5,0.9,0.5,6.5,5.7,2.6,1.1,3,4.7,16.4,2015
Alex Bentley,CON,G,25,749,25,25,749,10.2,25,0.409,2.8,8.4,0.336,7.4,16.6,0.446,3.2,3.8,0.83,0.1,3.5,3.5,3.5,0.4,2.1,4.6,26.5,2015
Tiffany Bias,PHO,G,15,95,15,0,95,5.7,16.5,0.345,2.3,6.8,0.333,3.4,9.7,0.353,2.3,3.4,0.667,0,1.1,6.3,1.1,0,3.4,5.7,15.9,2015
Sue Bird*,SEA,G,27,773,27,27,773,7.3,19.1,0.384,1.7,5.7,0.301,5.6,13.4,0.418,2.7,3.4,0.796,0.3,4.3,10.1,1.6,0.1,4.5,2.2,19,2015
Abby Bishop,SEA,F,26,509,26,14,509,5.4,14,0.385,2.4,7.3,0.329,3,6.8,0.446,0.8,1.4,0.615,0.7,9.4,2.6,2,2.1,2.9,7.5,14,2015
Kelsey Bone,CON,C,34,961,34,33,961,12.6,24.8,0.508,0,0.2,0,12.6,24.6,0.511,3.4,5.5,0.622,2.8,11.7,3.7,1.5,1.1,4.3,5.4,28.6,2015
DeWanna Bonner,PHO,G-F,33,1099,33,33,1099,7.8,20.5,0.378,1.5,5.8,0.254,6.3,14.7,0.427,8.6,9.9,0.866,1.8,9.2,5.4,2.2,1.4,2.9,3,25.6,2015
Brittany Boyd,NYL,G,30,430,30,4,430,7.2,18.5,0.391,1,3.7,0.267,6.3,14.8,0.421,8.8,12.4,0.713,2.1,9.9,8.6,4.3,0.2,5.9,7.1,24.3,2015
Crystal Bradford,LAS,F,15,142,15,1,142,5.8,20.9,0.278,2.3,10,0.231,3.5,10.8,0.321,1.9,2.7,0.714,1.5,7.7,2.7,2.3,0.8,1.9,7.7,15.8,2015
Jessica Breland,CHI,F,33,706,33,30,706,7.2,15.3,0.471,0,0,,7.2,15.3,0.471,1.7,2.3,0.774,5.1,14.1,3.1,1.7,2.6,2.3,5.5,16.2,2015
Rebekkah Brunson,MIN,F,34,945,34,34,945,5.9,13.1,0.455,0.1,0.2,0.25,5.9,12.8,0.458,3.1,3.7,0.831,4.9,15.6,3.5,2.1,1.6,3,4.1,15,2015
Cierra Burdick,ATL,F,11,208,11,4,208,4.2,9.8,0.425,0,0.2,0,4.2,9.6,0.436,3.4,3.9,0.875,2.5,8.6,3.2,2.5,1.5,2.2,5.2,11.8,2015
Essence Carson,NYL,G,33,642,33,12,642,6.4,16.8,0.38,1,4,0.245,5.4,12.8,0.423,2.8,3.6,0.773,1.5,6.2,3.5,1.2,0.5,2.6,3.1,16.6,2015
Sydney Carter,ATL,G,26,295,26,7,295,2.6,12.5,0.208,0.9,5.2,0.167,1.7,7.3,0.238,2.8,3.5,0.8,0.9,4,5.2,1.6,0.3,2.6,2.8,8.8,2015
Swin Cash*,NYL,F,34,592,34,28,592,4.7,12.6,0.376,0.7,3,0.235,4,9.5,0.421,3.6,4.9,0.727,2,7.3,4.2,0.8,0.3,3.3,4.4,13.7,2015
Tamika Catchings*,IND,F,30,799,30,30,799,8.2,21.4,0.382,1.2,4,0.295,7,17.4,0.402,8.2,9.4,0.868,3.3,14,4.4,3.6,1.6,3.3,5,25.8,2015
Tina Charles,NYL,C,34,1053,34,34,1053,12.2,26.6,0.458,0.1,0.3,0.2,12.1,26.3,0.46,4.7,6.5,0.715,3.6,14.4,4.2,1.2,1.2,4.1,2.8,29.1,2015
Karima Christmas-Kelly,TUL,F-G,32,919,32,32,919,5.9,14.8,0.396,1.9,4.8,0.386,4,10,0.401,6,7.7,0.782,4.2,9.2,3.1,2,0.5,2.3,3.4,19.6,2015
Shameka Christon,PHO,G,12,76,12,0,76,8.5,19.9,0.429,2.8,11.4,0.25,5.7,8.5,0.667,4.3,4.3,1,0.7,3.6,5,1.4,0,2.1,10.7,24.2,2015
Layshia Clarendon,IND,G,29,602,29,12,602,6.7,15.1,0.445,1.1,2.8,0.406,5.6,12.3,0.454,2.3,3,0.765,2.4,6.8,5,1.7,0,4.1,5,16.8,2015
Alysha Clark,SEA,F,33,763,33,31,763,6,11,0.544,1.7,4.7,0.353,4.3,6.2,0.689,2.2,2.8,0.775,0.9,8.4,2.7,1.6,0.4,2.5,5.5,15.7,2015
Courtney Clements,LAS,G,1,5,1,0,5,0,21.9,0,0,21.9,0,0,0,,0,0,,0,11,0,0,0,0,0,0,2015
Natasha Cloud,WAS,G,34,657,34,22,657,3.4,10.6,0.32,0.7,3.1,0.237,2.6,7.4,0.356,2.6,3.9,0.681,0.8,7.9,9.5,2.4,0.2,4.1,4.8,10.2,2015
Marissa Coleman,IND,G-F,34,842,34,34,842,7.9,20.6,0.384,2.6,7.8,0.336,5.3,12.8,0.413,3.7,4.9,0.747,2.1,7.5,3.4,2.6,0.6,3.9,4,22.1,2015
Nadia Colhado,ATL,C,6,32,6,0,32,4.8,9.6,0.5,0,0,,4.8,9.6,0.5,0,0,,1.6,3.2,1.6,1.6,6.4,3.2,9.6,9.6,2015
Sydney Colson,SAS,G,34,541,34,5,541,4.3,10.5,0.411,0.7,2.1,0.318,3.6,8.3,0.435,2.3,3.4,0.686,1,3.8,9.3,2.7,1,4.1,6,11.6,2015
Carla Cortijo,ATL,G,2,32,2,0,32,8,14.4,0.556,1.6,3.2,0.5,6.4,11.2,0.571,4.8,6.4,0.75,0,1.6,3.2,3.2,0,1.6,4.8,22.3,2015
Anna Cruz,MIN,G,22,640,22,17,640,6.1,12.9,0.474,0.8,3,0.25,5.3,9.9,0.542,1.8,2.3,0.786,0.8,6.7,5.6,1.8,0.3,4,3.5,14.8,2015
Monique Currie,PHO,F,34,724,34,34,724,7.8,18.9,0.411,2.1,5.7,0.364,5.7,13.1,0.432,3.8,4.4,0.864,1.4,8.1,3.7,2.3,0.9,3.4,6.8,21.4,2015
Ana Dabovic,LAS,G,24,530,24,8,530,7.7,17.2,0.446,2.1,6.2,0.333,5.6,11,0.509,4.3,5.4,0.808,1.1,4,4.8,2.2,0.1,3.9,7.1,21.7,2015
Elena Delle Donne,CHI,F-G,31,1032,31,31,1032,11.9,25.8,0.46,2.1,6.7,0.313,9.8,19.1,0.512,10.3,10.9,0.95,3,13,2.1,1.6,3.1,1.8,2.6,36.1,2015
Skylar Diggins,TUL,G,9,289,9,9,289,9.4,23.3,0.405,2.4,5.4,0.448,7,17.9,0.392,8.3,9,0.918,2,4.4,8.3,2.6,0.6,3.3,3,29.5,2015
Stefanie Dolson,WAS,C,34,841,34,33,841,9.6,19.3,0.495,0.6,1.4,0.476,8.9,18,0.496,3.5,4,0.871,3.1,12.4,3.4,1,2.3,4.1,6.3,23.3,2015
Clarissa Dos Santos,CHI,C,31,544,31,7,544,6.1,13.3,0.461,0,0,,6.1,13.3,0.461,3.1,4.5,0.688,5.2,13.6,2.1,1.7,1.7,3.6,7.4,15.4,2015
Candice Dupree,PHO,F,33,1028,33,33,1028,10.1,19.7,0.512,0,0.1,0,10.1,19.7,0.513,4.3,5.3,0.802,2.1,8.8,2.9,1.8,0.6,2.5,2.4,24.4,2015
Kelly Faris,CON,G,32,465,32,9,465,3.7,9.8,0.381,1,3.4,0.31,2.7,6.4,0.418,2.4,3.1,0.778,1.7,6.4,3.6,1.4,0.3,1.7,5.9,10.9,2015
Jamierra Faulkner,CHI,G,33,316,33,0,316,8.9,21.6,0.414,0.7,3.6,0.182,8.3,18.1,0.459,3.4,4.2,0.808,0.7,5.4,9.1,2.3,1.1,6.3,6.7,22,2015
Cayla George,PHO,C-F,34,433,34,2,433,8.4,19.6,0.427,2.1,7.5,0.283,6.2,12.1,0.515,2.4,2.7,0.864,3.2,13.3,3.1,1.6,2.7,3.4,8.7,21.2,2015
Markeisha Gatling,SEA,C,25,342,25,4,342,7.7,15.6,0.495,0,0,,7.7,15.6,0.495,5.1,5.9,0.868,3.4,14.4,1.1,1.4,2.2,3.7,8.2,20.6,2015
Jacki Gemelos,CHI,G,17,85,17,0,85,4.8,12.1,0.4,1.8,6,0.3,3,6,0.5,0,1.2,0,0.6,4.8,3.6,3,0.6,3,1.8,11.5,2015
Briana Gilbreath-Butler,IND,G,3,23,3,0,23,2.3,11.4,0.2,0,2.3,0,2.3,9.1,0.25,0,0,,0,4.6,0,2.3,2.3,2.3,2.3,4.6,2015
